CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,IN_MATUT,IN_VESPER,IN_NOTURNO,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3
891,10005,10022,4006,MG,3,24,M,2009,2011,0,0,1,46.7,65.9,62.5,71.0,73.0,65.0,75.0,69.0,85.0,65.0,40.3,47.4,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,28,M,2011,2013,0,0,1,58.6,55.7,62.5,45.5,57.0,65.0,55.0,34.0,50.0,30.0,59.6,68.4,10.0,0.0,30.0,0.0
891,10005,10022,4006,MG,3,23,F,2009,2011,1,0,0,39.8,49.7,62.5,30.5,61.0,65.0,60.0,0.0,0.0,0.0,36.5,42.1,5.0,0.0,15.0,0.0
891,10005,10022,4006,MG,3,21,M,2010,2011,0,0,1,73.8,57.7,62.5,50.5,34.0,50.0,30.0,67.0,75.0,65.0,79.1,89.5,20.0,60.0,0.0,0.0
891,10005,10022,4006,MG,3,27,M,2007,2011,0,0,1,56.1,50.4,50.0,51.0,39.0,75.0,30.0,63.0,75.0,60.0,58.0,63.2,28.3,0.0,30.0,55.0
891,10005,10022,4006,MG,3,30,M,2003,2010,0,0,1,38.8,74.6,75.0,74.0,75.0,75.0,75.0,73.0,45.0,80.0,26.9,31.6,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,23,F,2008,2011,0,0,1,28.8,74.9,87.5,56.0,50.0,50.0,50.0,62.0,70.0,60.0,13.4,15.8,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,25,M,2008,2011,0,0,1,44.1,63.8,75.0,47.0,68.0,60.0,70.0,26.0,70.0,15.0,37.5,42.1,11.7,0.0,15.0,20.0
891,10005,10022,4006,MG,3,26,M,2006,2010,1,0,0,40.7,68.9,62.5,78.5,95.0,75.0,100.0,62.0,50.0,65.0,31.3,36.8,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,35,M,1997,2013,0,0,1,44.1,53.3,37.5,77.0,93.0,65.0,100.0,61.0,65.0,60.0,41.0,47.4,5.0,0.0,0.0,15.0
891,10005,10022,4006,MG,3,21,M,2010,2011,0,0,1,29.0,22.0,25.0,17.5,24.0,60.0,15.0,11.0,55.0,0.0,31.3,36.8,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,24,M,2008,2011,0,0,1,26.4,38.5,37.5,40.0,45.0,65.0,40.0,35.0,55.0,30.0,22.4,26.3,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,25,F,2010,2011,0,0,1,26.1,61.8,75.0,42.0,31.0,35.0,30.0,53.0,65.0,50.0,14.2,15.8,5.0,0.0,0.0,15.0
891,10005,10022,4006,MG,3,30,M,2005,2011,0,0,1,31.8,68.8,75.0,59.5,55.0,35.0,60.0,64.0,40.0,70.0,19.4,21.1,10.0,0.0,15.0,15.0
891,10005,10022,4006,MG,3,23,M,2008,2011,0,0,1,43.6,40.3,37.5,44.5,64.0,60.0,65.0,25.0,65.0,15.0,44.7,52.6,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,29,M,2008,2011,0,0,1,32.2,52.7,37.5,75.5,56.0,40.0,60.0,95.0,75.0,100.0,25.4,26.3,20.0,0.0,30.0,30.0
891,10005,10022,4006,MG,3,25,F,2010,2014,0,0,1,52.7,74.2,75.0,73.0,79.0,75.0,80.0,67.0,75.0,65.0,45.5,52.6,5.0,0.0,15.0,0.0
891,10005,10022,4006,MG,3,30,M,2001,2011,1,0,0,35.2,46.8,50.0,42.0,31.0,55.0,25.0,53.0,85.0,45.0,31.3,36.8,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,26,M,2006,2009,0,0,1,45.8,42.2,25.0,68.0,76.0,60.0,80.0,60.0,60.0,60.0,47.0,52.6,15.0,0.0,15.0,30.0
891,10005,10022,4006,MG,3,34,M,2005,2014,0,0,1,48.6,72.8,75.0,69.5,75.0,75.0,75.0,64.0,60.0,65.0,40.5,42.1,31.7,0.0,60.0,35.0
910,10008,10022,4006,SP,3,25,M,2006,2011,0,0,1,28.8,47.9,37.5,63.5,67.0,75.0,65.0,60.0,60.0,60.0,22.4,26.3,0.0,0.0,0.0,0.0
910,10008,10022,4006,SP,3,37,M,1995,2012,0,0,1,51.7,39.5,37.5,42.5,45.0,65.0,40.0,40.0,60.0,35.0,55.7,63.2,13.3,0.0,40.0,0.0
910,10008,10022,4006,SP,3,21,M,2010,2011,0,0,1,39.4,90.4,100.0,76.0,74.0,70.0,75.0,78.0,70.0,80.0,22.4,26.3,0.0,0.0,0.0,0.0
910,10008,10022,4006,SP,3,24,M,2007,2011,0,0,1,62.6,70.1,62.5,81.5,84.0,60.0,90.0,79.0,75.0,80.0,60.1,68.4,13.3,0.0,40.0,0.0
5599,10008,10022,4006,MG,3,21,M,2010,2011,0,0,1,60.8,48.3,62.5,27.0,42.0,50.0,40.0,12.0,60.0,0.0,64.9,73.7,15.0,0.0,10.0,35.0
5599,10008,10022,4006,MG,3,20,M,2010,2011,0,0,1,38.4,68.3,87.5,39.5,65.0,65.0,65.0,14.0,70.0,0.0,28.4,31.6,10.0,0.0,10.0,20.0
5599,10008,10022,4006,MG,3,21,M,2010,2011,0,0,1,50.4,76.9,87.5,61.0,71.0,75.0,70.0,51.0,55.0,50.0,41.5,47.4,8.3,0.0,0.0,25.0
5599,10008,10022,4006,MG,3,21,M,2010,2011,0,0,1,39.9,64.2,75.0,48.0,49.0,45.0,50.0,47.0,55.0,45.0,31.8,36.8,3.3,0.0,10.0,0.0
5599,10008,10022,4006,MG,3,22,M,2009,2011,0,0,1,58.6,83.7,87.5,78.0,78.0,70.0,80.0,78.0,70.0,80.0,50.2,57.9,6.7,0.0,0.0,20.0
5599,10008,10022,4006,MG,3,23,M,2008,2011,0,0,1,60.3,77.7,87.5,63.0,58.0,70.0,55.0,68.0,80.0,65.0,54.5,63.2,5.0,0.0,15.0,0.0
5599,10008,10022,4006,MG,3,22,M,2009,2011,0,0,1,42.8,60.0,50.0,75.0,69.0,65.0,70.0,81.0,65.0,85.0,37.0,42.1,8.3,0.0,0.0,25.0
316,10008,10028,4004,SP,3,21,M,2010,2011,0,0,1,30.5,46.0,50.0,40.0,46.0,30.0,50.0,34.0,50.0,30.0,25.3,28.6,6.7,0.0,20.0,0.0
316,10008,10028,4004,SP,3,23,M,2008,2011,0,0,1,42.2,91.4,100.0,78.5,67.0,55.0,70.0,90.0,50.0,100.0,25.8,28.6,10.0,0.0,30.0,0.0
316,10008,10028,4004,SP,3,27,M,2013,2013,0,0,1,41.2,61.5,87.5,22.5,20.0,40.0,15.0,25.0,65.0,15.0,34.4,38.1,13.3,0.0,40.0,0.0
316,10008,10028,4004,SP,3,28,M,2004,2011,0,0,1,37.2,67.0,75.0,55.0,55.0,75.0,50.0,55.0,75.0,50.0,27.3,28.6,20.0,0.0,20.0,40.0
316,10008,10028,4004,SP,3,44,M,1993,2011,0,0,1,31.3,60.2,75.0,38.0,53.0,65.0,50.0,23.0,55.0,15.0,21.7,23.8,10.0,0.0,30.0,0.0
316,10008,10028,4004,SP,3,33,M,1999,2013,0,0,1,42.6,82.5,87.5,75.0,90.0,50.0,100.0,60.0,60.0,60.0,29.3,33.3,6.7,0.0,20.0,0.0
316,10008,10028,4004,SP,3,28,M,2004,2011,0,0,1,41.7,64.9,62.5,68.5,75.0,75.0,75.0,62.0,50.0,65.0,33.9,38.1,10.0,0.0,30.0,0.0
316,10008,10028,4004,SP,3,22,M,2009,2011,0,0,1,36.8,50.3,37.5,69.5,48.0,40.0,50.0,91.0,55.0,100.0,32.3,33.3,26.7,0.0,40.0,40.0
316,10008,10028,4004,SP,3,21,M,2010,2011,0,0,1,30.5,73.5,87.5,52.5,85.0,25.0,100.0,20.0,40.0,15.0,16.2,19.0,0.0,0.0,0.0,0.0
316,10008,10028,4004,SP,3,28,M,2004,2011,0,0,1,16.2,26.7,12.5,48.0,70.0,70.0,70.0,26.0,70.0,15.0,12.7,14.3,3.3,0.0,10.0,0.0
316,10008,10028,4004,SP,3,28,M,2005,2013,0,0,1,37.8,60.4,50.0,76.0,92.0,60.0,100.0,60.0,60.0,60.0,30.3,33.3,13.3,0.0,40.0,0.0
316,10008,10028,4004,SP,3,27,M,2004,2011,0,0,1,36.3,36.0,25.0,52.5,59.0,95.0,50.0,46.0,50.0,45.0,36.4,38.1,26.7,0.0,40.0,40.0
316,10008,10028,4004,SP,3,23,M,2009,2011,0,0,1,36.0,44.1,37.5,54.0,57.0,65.0,55.0,51.0,55.0,50.0,33.3,33.3,33.3,0.0,100.0,0.0
316,10008,10028,4004,SP,3,22,F,2009,2011,0,0,1,41.0,64.2,75.0,48.0,52.0,60.0,50.0,44.0,40.0,45.0,33.3,33.3,33.3,50.0,50.0,0.0
316,10008,10028,4004,SP,3,23,M,2009,2011,0,0,1,38.0,48.7,37.5,65.5,75.0,55.0,80.0,56.0,40.0,60.0,34.4,38.1,13.3,0.0,40.0,0.0
316,10008,10028,4004,SP,3,21,M,2010,2011,0,0,1,33.2,67.6,75.0,56.5,33.0,65.0,25.0,80.0,80.0,80.0,21.7,23.8,10.0,0.0,30.0,0.0
316,10008,10028,4004,SP,3,22,M,2009,2011,0,0,1,36.1,48.9,37.5,66.0,71.0,75.0,70.0,61.0,45.0,65.0,31.8,33.3,23.3,0.0,70.0,0.0
316,10008,10028,4004,SP,3,23,F,2008,2011,0,0,1,41.0,59.3,62.5,54.5,31.0,55.0,25.0,78.0,70.0,80.0,34.9,38.1,16.7,0.0,50.0,0.0
316,10008,10028,4004,SP,3,21,M,2010,2011,0,0,1,45.0,64.5,62.5,67.5,79.0,75.0,80.0,56.0,80.0,50.0,38.5,42.9,13.3,20.0,20.0,0.0
1041,10008,10020,4006,RS,4,27,M,2004,2008,1,0,1,73.8,81.7,87.5,73.0,88.0,80.0,90.0,58.0,50.0,60.0,71.2,73.7,56.7,60.0,55.0,55.0
1041,10008,10020,4006,RS,4,31,M,2001,2010,1,0,1,27.1,25.5,37.5,7.5,15.0,75.0,0.0,0.0,0.0,0.0,27.6,31.6,5.0,0.0,0.0,15.0
1041,10008,10020,4006,RS,4,23,M,2008,2009,1,0,1,51.1,78.5,87.5,65.0,72.0,60.0,75.0,58.0,50.0,60.0,42.0,47.4,11.7,0.0,0.0,35.0
1041,10008,10020,4006,RS,4,25,M,2006,2008,1,0,1,52.9,90.7,87.5,95.5,96.0,80.0,100.0,95.0,75.0,100.0,40.3,42.1,30.0,0.0,60.0,30.0
1041,10008,10020,4006,RS,4,32,M,2000,2005,1,0,1,70.7,80.1,87.5,69.0,75.0,55.0,80.0,63.0,75.0,60.0,67.6,73.7,33.3,0.0,70.0,30.0
1041,10008,10020,4006,RS,4,26,M,2005,2009,1,0,1,46.7,56.1,62.5,46.5,34.0,50.0,30.0,59.0,55.0,60.0,43.5,47.4,21.7,0.0,30.0,35.0
1041,10008,10020,4006,RS,4,28,M,2005,2011,1,0,1,21.0,14.6,0.0,36.5,51.0,55.0,50.0,22.0,50.0,15.0,23.1,26.3,5.0,0.0,0.0,15.0
1041,10008,10020,4006,RS,4,28,M,2003,2008,1,0,1,35.7,45.9,37.5,58.5,66.0,70.0,65.0,51.0,75.0,45.0,32.3,36.8,6.7,0.0,0.0,20.0
1041,10008,10020,4006,RS,4,28,M,2004,2005,1,0,1,54.1,60.5,37.5,95.0,95.0,75.0,100.0,95.0,75.0,100.0,52.0,57.9,18.3,0.0,55.0,0.0
1041,10008,10020,4006,RS,4,31,M,2002,2005,1,0,1,44.2,62.6,50.0,81.5,70.0,50.0,75.0,93.0,65.0,100.0,38.0,42.1,15.0,0.0,45.0,0.0
1041,10008,10020,4006,RS,4,26,M,2006,2008,1,0,1,46.2,61.9,62.5,61.0,73.0,45.0,80.0,49.0,45.0,50.0,41.0,47.4,5.0,0.0,15.0,0.0
1041,10008,10020,4006,RS,4,28,M,2002,2010,1,0,1,61.2,74.6,100.0,36.5,73.0,65.0,75.0,0.0,0.0,0.0,56.7,63.2,20.0,0.0,10.0,50.0
163,10005,10028,4006,RJ,3,26,M,2008,2009,0,0,1,41.1,53.3,62.5,39.5,0.0,0.0,0.0,79.0,75.0,80.0,37.0,42.1,8.3,0.0,0.0,25.0
163,10005,10028,4006,RJ,3,27,M,2010,2011,0,0,1,49.3,69.6,75.0,61.5,68.0,80.0,65.0,55.0,75.0,50.0,42.5,47.4,15.0,0.0,10.0,35.0
163,10005,10028,4006,RJ,3,21,M,2010,2011,0,0,1,58.5,69.9,62.5,81.0,71.0,75.0,70.0,91.0,55.0,100.0,54.7,63.2,6.7,0.0,0.0,20.0
163,10005,10028,4006,RJ,3,22,M,2010,2011,0,0,1,51.9,65.0,75.0,50.0,24.0,60.0,15.0,76.0,60.0,80.0,47.5,52.6,18.3,0.0,10.0,45.0
163,10005,10028,4006,RJ,3,29,M,2010,2011,0,0,1,29.3,46.8,50.0,42.0,50.0,50.0,50.0,34.0,50.0,30.0,23.4,26.3,6.7,0.0,0.0,20.0
163,10005,10028,4006,RJ,3,28,M,2010,2011,0,0,1,61.9,76.6,75.0,79.0,90.0,90.0,90.0,68.0,80.0,65.0,57.0,63.2,21.7,0.0,40.0,25.0
163,10005,10028,4006,RJ,3,29,F,2002,2005,0,0,1,36.9,77.4,75.0,81.0,71.0,75.0,70.0,91.0,55.0,100.0,23.4,26.3,6.7,0.0,0.0,20.0
163,10005,10028,4006,RJ,3,23,M,2008,2010,0,0,1,58.1,49.2,50.0,48.0,41.0,85.0,30.0,55.0,75.0,50.0,61.1,68.4,20.0,0.0,30.0,30.0
163,10005,10028,4006,RJ,3,27,M,2005,2006,0,0,1,40.5,63.0,75.0,45.0,41.0,85.0,30.0,49.0,65.0,45.0,33.0,36.8,11.7,0.0,0.0,35.0
163,10005,10028,4006,RJ,3,26,M,2004,2011,0,0,1,52.6,83.3,87.5,77.0,80.0,40.0,90.0,74.0,50.0,80.0,42.3,47.4,13.3,0.0,15.0,25.0
163,10005,10028,4006,RJ,3,28,M,2004,2008,0,0,1,34.6,55.4,50.0,63.5,67.0,55.0,70.0,60.0,60.0,60.0,27.6,31.6,5.0,0.0,15.0,0.0
163,10005,10028,4006,RJ,3,26,F,2005,2011,0,0,1,37.3,57.4,50.0,68.5,76.0,80.0,75.0,61.0,65.0,60.0,30.6,31.6,25.0,0.0,75.0,0.0
163,10005,10028,4006,RJ,3,24,M,2008,2011,0,0,1,62.5,68.7,62.5,78.0,92.0,60.0,100.0,64.0,60.0,65.0,60.4,68.4,15.0,0.0,45.0,0.0
163,10005,10028,4006,RJ,3,25,M,2010,2011,0,0,1,54.1,76.2,100.0,40.5,48.0,60.0,45.0,33.0,45.0,30.0,46.7,52.6,13.3,0.0,10.0,30.0
163,10005,10028,4006,RJ,3,22,M,2010,2011,0,0,1,73.4,93.4,100.0,83.5,88.0,80.0,90.0,79.0,75.0,80.0,66.7,73.7,26.7,0.0,30.0,50.0
163,10005,10028,4006,RJ,3,23,M,2010,2011,0,0,1,49.9,55.6,50.0,64.0,50.0,50.0,50.0,78.0,70.0,80.0,48.0,52.6,21.7,0.0,15.0,50.0
163,10005,10028,4006,RJ,3,22,F,2009,2010,0,0,1,51.0,70.6,75.0,64.0,79.0,75.0,80.0,49.0,65.0,45.0,44.5,47.4,28.3,0.0,40.0,45.0
163,10005,10028,4006,RJ,3,31,M,2002,2010,0,0,1,30.0,49.0,50.0,47.5,44.0,60.0,40.0,51.0,55.0,50.0,23.6,26.3,8.3,0.0,0.0,25.0
2494,10008,10022,4006,SP,3,31,M,2001,2005,0,0,1,24.6,71.6,75.0,66.5,60.0,40.0,65.0,73.0,45.0,80.0,8.9,10.5,0.0,0.0,0.0,0.0
2494,10008,10022,4006,SP,3,27,M,2004,2011,0,0,1,63.8,76.2,75.0,78.0,93.0,65.0,100.0,63.0,75.0,60.0,59.6,68.4,10.0,0.0,30.0,0.0
2494,10008,10022,4006,SP,3,29,M,2004,2011,0,0,1,49.8,78.3,87.5,64.5,73.0,65.0,75.0,56.0,40.0,60.0,40.3,47.4,0.0,0.0,0.0,0.0
2494,10008,10022,4006,SP,3,25,M,2006,2011,0,0,1,54.1,79.7,87.5,68.0,57.0,65.0,55.0,79.0,75.0,80.0,45.5,52.6,5.0,0.0,15.0,0.0
2494,10008,10022,4006,SP,3,32,M,2000,2011,0,0,1,42.9,82.7,87.5,75.5,87.0,75.0,90.0,64.0,60.0,65.0,29.6,31.6,18.3,0.0,30.0,25.0
2494,10008,10022,4006,SP,3,29,M,2007,2011,0,0,1,56.1,66.9,62.5,73.5,55.0,55.0,55.0,92.0,60.0,100.0,52.5,57.9,21.7,0.0,45.0,20.0
2494,10008,10022,4006,SP,3,26,M,2005,2011,0,0,1,45.6,40.8,25.0,64.5,63.0,55.0,65.0,66.0,70.0,65.0,47.2,52.6,16.7,0.0,15.0,35.0
2494,10008,10022,4006,SP,3,23,M,2009,2011,0,0,1,46.1,76.8,75.0,79.5,96.0,80.0,100.0,63.0,55.0,65.0,35.8,42.1,0.0,0.0,0.0,0.0
2494,10008,10022,4006,SP,3,32,M,1999,2011,0,0,1,59.8,68.9,62.5,78.5,71.0,75.0,70.0,86.0,30.0,100.0,56.7,63.2,20.0,0.0,45.0,15.0
2494,10008,10022,4006,SP,3,28,M,2004,2005,0,0,1,44.7,52.8,50.0,57.0,35.0,75.0,25.0,79.0,75.0,80.0,42.0,47.4,11.7,0.0,15.0,20.0
2494,10008,10022,4006,SP,3,27,M,2004,2011,0,0,1,50.4,47.1,37.5,61.5,55.0,75.0,50.0,68.0,80.0,65.0,51.5,57.9,15.0,0.0,0.0,45.0
2494,10008,10022,4006,SP,3,21,M,2010,2011,0,0,1,42.6,62.9,62.5,63.5,77.0,65.0,80.0,50.0,50.0,50.0,35.8,42.1,0.0,0.0,0.0,0.0
2222,10005,10022,4006,BA,2,22,M,2010,2011,0,0,1,45.4,60.6,75.0,39.0,67.0,75.0,65.0,11.0,55.0,0.0,40.3,47.4,0.0,0.0,0.0,0.0
2222,10005,10022,4006,BA,2,21,M,2010,2011,0,0,1,39.6,48.7,37.5,65.5,69.0,45.0,75.0,62.0,50.0,65.0,36.5,42.1,5.0,0.0,15.0,0.0
2222,10005,10022,4006,BA,2,23,M,2008,2011,0,0,1,30.1,66.8,75.0,54.5,74.0,50.0,80.0,35.0,55.0,30.0,17.9,21.1,0.0,0.0,0.0,0.0
2222,10005,10022,4006,BA,2,20,M,2010,2011,0,0,1,25.3,34.1,37.5,29.0,45.0,65.0,40.0,13.0,65.0,0.0,22.4,26.3,0.0,0.0,0.0,0.0
2222,10005,10022,4006,BA,2,23,M,2008,2011,0,0,1,65.9,74.8,75.0,74.5,76.0,60.0,80.0,73.0,45.0,80.0,62.9,68.4,31.7,0.0,30.0,65.0
2222,10005,10022,4006,BA,2,24,M,2008,2010,0,0,1,28.4,51.0,50.0,52.5,10.0,50.0,0.0,95.0,75.0,100.0,20.9,21.1,20.0,0.0,0.0,60.0
2222,10005,10022,4006,BA,2,21,M,2010,2011,0,0,1,48.1,55.9,37.5,83.5,93.0,65.0,100.0,74.0,50.0,80.0,45.5,52.6,5.0,0.0,15.0,0.0
2222,10005,10022,4006,BA,2,25,M,2006,2008,0,0,1,36.7,49.1,37.5,66.5,59.0,75.0,55.0,74.0,50.0,80.0,32.5,36.8,8.3,0.0,25.0,0.0
2222,10005,10022,4006,BA,2,22,M,2010,2011,0,0,1,54.7,79.4,75.0,86.0,78.0,70.0,80.0,94.0,70.0,100.0,46.5,47.4,41.7,60.0,0.0,65.0
2222,10005,10022,4006,BA,2,25,M,2008,2011,0,0,1,29.3,47.7,37.5,63.0,63.0,55.0,65.0,63.0,75.0,60.0,23.1,26.3,5.0,0.0,15.0,0.0
2222,10005,10022,4006,BA,2,23,M,2008,2011,0,0,1,30.1,60.5,62.5,57.5,50.0,50.0,50.0,65.0,65.0,65.0,19.9,21.1,13.3,0.0,0.0,40.0
2222,10005,10022,4006,BA,2,30,M,2003,2008,0,0,1,26.6,48.7,37.5,65.5,83.0,55.0,90.0,48.0,60.0,45.0,19.2,21.1,8.3,0.0,10.0,15.0
2222,10005,10022,4006,BA,2,28,M,2003,2011,0,0,1,41.3,51.0,50.0,52.5,71.0,35.0,80.0,34.0,50.0,30.0,38.0,42.1,15.0,0.0,0.0,45.0
2222,10005,10022,4006,BA,2,21,M,2010,2011,0,0,1,38.5,59.9,62.5,56.0,71.0,75.0,70.0,41.0,65.0,35.0,31.4,31.6,30.0,0.0,30.0,60.0
2222,10005,10022,4006,BA,2,21,F,2010,2011,0,0,1,32.3,61.8,50.0,79.5,81.0,85.0,80.0,78.0,70.0,80.0,22.4,26.3,0.0,0.0,0.0,0.0
2222,10005,10022,4006,BA,2,23,F,2008,2010,0,0,1,45.5,70.1,87.5,44.0,52.0,60.0,50.0,36.0,40.0,35.0,37.3,42.1,10.0,0.0,30.0,0.0
2222,10005,10022,4006,BA,2,46,M,1989,2005,0,0,1,12.2,22.2,0.0,55.5,52.0,40.0,55.0,59.0,35.0,65.0,8.9,10.5,0.0,0.0,0.0,0.0
2222,10005,10022,4006,BA,2,21,M,2010,2011,0,0,1,38.7,52.9,37.5,76.0,71.0,75.0,70.0,81.0,85.0,80.0,34.0,36.8,18.3,0.0,55.0,0.0
2222,10005,10022,4006,BA,2,24,M,2007,2008,0,0,1,43.6,51.4,50.0,53.5,57.0,65.0,55.0,50.0,50.0,50.0,41.0,47.4,5.0,0.0,0.0,15.0
2222,10005,10022,4006,BA,2,22,M,2008,2010,0,0,1,50.5,72.0,75.0,67.5,95.0,75.0,100.0,40.0,80.0,30.0,43.3,47.4,20.0,0.0,40.0,20.0
2222,10005,10022,4006,BA,2,23,M,2010,2011,0,0,1,23.4,39.9,37.5,43.5,25.0,65.0,15.0,62.0,50.0,65.0,17.9,21.1,0.0,0.0,0.0,0.0
384,10008,10020,4006,GO,5,23,F,2008,2010,0,0,1,33.7,51.1,62.5,34.0,37.0,65.0,30.0,31.0,35.0,30.0,27.9,31.6,6.7,0.0,0.0,20.0
384,10008,10020,4006,GO,5,28,M,2004,2008,0,0,1,49.8,79.2,75.0,85.5,94.0,70.0,100.0,77.0,65.0,80.0,40.0,42.1,28.3,0.0,85.0,0.0
2676,10008,10022,4006,AM,1,35,M,1999,2008,0,0,1,18.2,19.1,12.5,29.0,27.0,75.0,15.0,31.0,35.0,30.0,17.9,21.1,0.0,0.0,0.0,0.0
2676,10008,10022,4006,AM,1,33,M,1999,2009,0,0,1,38.7,47.4,50.0,43.5,52.0,80.0,45.0,35.0,55.0,30.0,35.8,42.1,0.0,0.0,0.0,0.0
2676,10008,10022,4006,AM,1,40,M,2003,2010,0,0,1,37.4,68.9,87.5,41.0,27.0,75.0,15.0,55.0,75.0,50.0,26.9,31.6,0.0,0.0,0.0,0.0
2676,10008,10022,4006,AM,1,23,F,2008,2010,0,0,1,42.6,45.0,50.0,37.5,47.0,75.0,40.0,28.0,80.0,15.0,41.8,47.4,10.0,0.0,30.0,0.0
2676,10008,10022,4006,AM,1,28,M,2008,2009,0,0,1,41.4,65.0,75.0,50.0,50.0,50.0,50.0,50.0,70.0,45.0,33.5,36.8,15.0,0.0,15.0,30.0
2676,10008,10022,4006,AM,1,27,M,2004,2008,0,0,1,39.6,73.0,75.0,70.0,77.0,85.0,75.0,63.0,75.0,60.0,28.4,31.6,10.0,0.0,30.0,0.0
2676,10008,10022,4006,AM,1,22,M,2010,2011,0,0,1,19.9,24.4,0.0,61.0,61.0,45.0,65.0,61.0,45.0,65.0,18.4,21.1,3.3,0.0,10.0,0.0
2676,10008,10022,4006,AM,1,28,M,2008,2009,0,0,1,53.2,74.7,62.5,93.0,91.0,55.0,100.0,95.0,75.0,100.0,46.0,52.6,8.3,0.0,25.0,0.0
2676,10008,10022,4006,AM,1,22,M,2009,2011,0,0,1,30.4,37.8,50.0,19.5,13.0,65.0,0.0,26.0,70.0,15.0,27.9,31.6,6.7,0.0,15.0,5.0
2676,10008,10022,4006,AM,1,30,M,2007,2008,0,0,1,39.1,49.0,50.0,47.5,58.0,50.0,60.0,37.0,65.0,30.0,35.8,42.1,0.0,0.0,0.0,0.0
2676,10008,10022,4006,AM,1,30,M,2002,2008,0,0,1,58.6,81.2,100.0,53.0,53.0,65.0,50.0,53.0,65.0,50.0,51.0,57.9,11.7,0.0,0.0,35.0
2676,10008,10022,4006,AM,1,20,M,2010,2012,0,0,1,41.5,80.0,100.0,50.0,53.0,65.0,50.0,47.0,55.0,45.0,28.6,31.6,11.7,0.0,10.0,25.0
2676,10008,10022,4006,AM,1,22,M,2009,2010,0,0,1,53.2,60.6,75.0,39.0,0.0,0.0,0.0,78.0,70.0,80.0,50.7,57.9,10.0,0.0,0.0,30.0
2676,10008,10022,4006,AM,1,25,M,2007,2009,0,0,1,38.6,55.4,50.0,63.5,65.0,85.0,60.0,62.0,70.0,60.0,33.0,36.8,11.7,0.0,0.0,35.0
2676,10008,10022,4006,AM,1,36,M,1999,2010,0,0,1,27.5,51.7,37.5,73.0,93.0,65.0,100.0,53.0,65.0,50.0,19.4,21.1,10.0,0.0,30.0,0.0
2676,10008,10022,4006,AM,1,23,F,2009,2010,0,0,1,42.2,47.8,50.0,44.5,25.0,65.0,15.0,64.0,60.0,65.0,40.3,47.4,0.0,0.0,0.0,0.0
2676,10008,10022,4006,AM,1,36,F,1995,2009,0,0,1,32.1,54.4,50.0,61.0,30.0,50.0,25.0,92.0,60.0,100.0,24.6,26.3,15.0,0.0,45.0,0.0
2676,10008,10022,4006,AM,1,42,F,1990,2006,0,0,1,14.2,16.7,12.5,23.0,21.0,45.0,15.0,25.0,65.0,15.0,13.4,15.8,0.0,0.0,0.0,0.0
2676,10008,10022,4006,AM,1,38,F,1995,2007,0,0,1,32.4,31.2,25.0,40.5,54.0,90.0,45.0,27.0,75.0,15.0,32.8,36.8,10.0,0.0,30.0,0.0
2676,10008,10022,4006,AM,1,24,M,2007,2009,0,0,1,50.9,63.6,50.0,84.0,73.0,65.0,75.0,95.0,75.0,100.0,46.7,52.6,13.3,0.0,15.0,25.0
2676,10008,10022,4006,AM,1,32,F,1999,2007,0,0,1,53.0,82.9,87.5,76.0,55.0,75.0,50.0,97.0,85.0,100.0,43.0,42.1,48.3,0.0,85.0,60.0
2676,10008,10022,4006,AM,1,23,F,2007,2010,0,0,1,45.1,52.8,50.0,57.0,76.0,60.0,80.0,38.0,70.0,30.0,42.5,47.4,15.0,0.0,0.0,45.0
2676,10008,10022,4006,AM,1,29,M,2004,2008,0,0,1,46.5,77.1,87.5,61.5,47.0,75.0,40.0,76.0,60.0,80.0,36.3,42.1,3.3,0.0,0.0,10.0
2676,10008,10022,4006,AM,1,23,M,2009,2010,0,0,1,53.5,62.0,75.0,42.5,58.0,70.0,55.0,27.0,75.0,15.0,50.7,57.9,10.0,0.0,30.0,0.0
2676,10008,10022,4006,AM,1,33,F,1998,2010,0,0,1,39.7,47.7,62.5,25.5,51.0,55.0,50.0,0.0,0.0,0.0,37.0,42.1,8.3,0.0,0.0,25.0
2676,10008,10022,4006,AM,1,28,M,2003,2009,0,0,1,45.7,82.3,87.5,74.5,74.0,50.0,80.0,75.0,55.0,80.0,33.5,36.8,15.0,0.0,15.0,30.0
