CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,IN_MATUT,IN_VESPER,IN_NOTURNO,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3
7,10002,10028,4004,SP,3,24,M,2007,2009,1,0,0,50.7,61.7,62.5,60.5,67.0,55.0,70.0,54.0,70.0,50.0,47.0,47.6,43.3,0.0,90.0,40.0
7,10002,10028,4004,SP,3,24,M,2007,2010,1,0,0,61.0,72.7,87.5,50.5,63.0,55.0,65.0,38.0,70.0,30.0,57.1,61.9,30.0,0.0,30.0,60.0
7,10002,10028,4004,SP,3,24,M,2007,2011,1,0,0,60.9,71.2,75.0,65.5,81.0,85.0,80.0,50.0,70.0,45.0,57.5,57.1,60.0,0.0,100.0,80.0
7,10002,10028,4004,SP,3,22,M,2009,2010,1,0,0,59.0,91.8,100.0,79.5,95.0,75.0,100.0,64.0,80.0,60.0,48.0,47.6,50.0,0.0,70.0,80.0
7,10002,10028,4004,SP,3,24,M,2007,2009,1,0,0,52.1,87.1,87.5,86.5,75.0,55.0,80.0,98.0,90.0,100.0,40.4,38.1,53.3,20.0,70.0,70.0
7,10002,10028,4004,SP,3,26,M,2005,2008,1,0,0,68.5,77.0,75.0,80.0,65.0,85.0,60.0,95.0,75.0,100.0,65.7,66.7,60.0,50.0,60.0,70.0
7,10002,10028,4004,SP,3,23,M,2008,2010,1,0,0,76.4,76.7,87.5,60.5,61.0,65.0,60.0,60.0,40.0,65.0,76.3,85.7,23.3,0.0,50.0,20.0
7,10002,10028,4004,SP,3,24,F,2007,2009,1,0,0,41.9,64.7,62.5,68.0,59.0,75.0,55.0,77.0,65.0,80.0,34.3,33.3,40.0,0.0,60.0,60.0
7,10002,10028,4004,SP,3,21,M,2010,2011,1,0,0,68.8,59.9,87.5,18.5,37.0,65.0,30.0,0.0,0.0,0.0,71.8,76.2,46.7,0.0,60.0,80.0
7,10002,10028,4004,SP,3,24,M,2008,2010,1,0,0,60.4,71.6,75.0,66.5,55.0,55.0,55.0,78.0,70.0,80.0,56.7,66.7,0.0,0.0,0.0,0.0
7,10002,10028,4004,SP,3,26,M,2005,2008,1,0,0,54.3,61.1,62.5,59.0,39.0,75.0,30.0,79.0,75.0,80.0,52.0,52.4,50.0,0.0,90.0,60.0
7,10002,10028,4004,SP,3,26,M,2006,2008,1,0,0,55.7,71.4,75.0,66.0,78.0,70.0,80.0,54.0,70.0,50.0,50.5,52.4,40.0,60.0,20.0,40.0
7,10002,10028,4004,SP,3,26,F,2005,2009,1,0,0,54.3,67.1,62.5,74.0,72.0,60.0,75.0,76.0,60.0,80.0,50.0,52.4,36.7,0.0,50.0,60.0
7,10002,10028,4004,SP,3,23,M,2008,2009,1,1,0,61.1,78.9,87.5,66.0,79.0,75.0,80.0,53.0,65.0,50.0,55.1,61.9,16.7,0.0,50.0,0.0
7,10002,10028,4004,SP,3,23,F,2008,2011,1,1,0,58.8,67.2,75.0,55.5,76.0,80.0,75.0,35.0,55.0,30.0,56.0,57.1,50.0,50.0,60.0,40.0
7,10002,10028,4004,SP,3,23,M,2009,2010,1,1,0,59.2,77.6,75.0,81.5,84.0,60.0,90.0,79.0,75.0,80.0,53.0,52.4,56.7,50.0,60.0,60.0
7,10002,10028,4004,SP,3,23,M,2009,2010,1,1,0,62.6,67.2,75.0,55.5,36.0,60.0,30.0,75.0,55.0,80.0,61.1,61.9,56.7,0.0,90.0,80.0
7,10002,10028,4004,SP,3,21,M,2010,2011,1,1,0,63.7,62.4,75.0,43.5,54.0,30.0,60.0,33.0,45.0,30.0,64.1,61.9,76.7,70.0,100.0,60.0
7,10002,10028,4004,SP,3,28,M,2004,2005,1,1,0,21.5,37.5,12.5,75.0,73.0,65.0,75.0,77.0,65.0,80.0,16.2,19.0,0.0,0.0,0.0,0.0
7,10002,10028,4004,SP,3,22,M,2009,2010,1,1,0,51.1,92.2,100.0,80.5,69.0,65.0,70.0,92.0,60.0,100.0,37.4,38.1,33.3,0.0,60.0,40.0
7,10002,10028,4004,SP,3,26,M,2005,2013,1,1,0,66.2,63.3,62.5,64.5,47.0,55.0,45.0,82.0,90.0,80.0,67.2,66.7,70.0,100.0,50.0,60.0
8,10002,10028,4004,MG,3,24,M,2007,2008,1,0,0,43.5,81.4,75.0,91.0,98.0,90.0,100.0,84.0,80.0,85.0,30.8,28.6,43.3,0.0,50.0,80.0
8,10002,10028,4004,MG,3,23,M,2008,2010,1,0,0,67.1,85.1,87.5,81.5,68.0,80.0,65.0,95.0,75.0,100.0,61.1,61.9,56.7,80.0,30.0,60.0
8,10002,10028,4004,MG,3,22,M,2009,2010,1,0,0,68.6,69.8,75.0,62.0,65.0,65.0,65.0,59.0,55.0,60.0,68.2,71.4,50.0,0.0,70.0,80.0
8,10002,10028,4004,MG,3,25,M,2006,2008,1,0,0,44.0,41.1,62.5,9.0,0.0,0.0,0.0,18.0,30.0,15.0,45.0,47.6,30.0,0.0,50.0,40.0
8,10002,10028,4004,MG,3,26,M,2006,2010,1,0,0,52.3,66.7,62.5,73.0,69.0,65.0,70.0,77.0,65.0,80.0,47.5,52.4,20.0,0.0,40.0,20.0
8,10002,10028,4004,MG,3,22,M,2009,2010,1,0,0,47.2,76.4,75.0,78.5,78.0,90.0,75.0,79.0,75.0,80.0,37.4,38.1,33.3,0.0,20.0,80.0
8,10002,10028,4004,MG,3,22,M,2009,2010,1,0,0,65.9,94.0,100.0,85.0,95.0,75.0,100.0,75.0,55.0,80.0,56.5,57.1,53.3,0.0,80.0,80.0
8,10002,10028,4004,MG,3,22,M,2009,2010,1,0,0,66.5,87.0,100.0,67.5,59.0,55.0,60.0,76.0,60.0,80.0,59.6,61.9,46.7,0.0,60.0,80.0
8,10002,10028,4004,MG,3,24,M,2007,2010,1,0,0,59.1,71.5,87.5,47.5,34.0,70.0,25.0,61.0,65.0,60.0,55.0,57.1,43.3,0.0,50.0,80.0
8,10002,10028,4004,MG,3,22,M,2009,2010,1,0,0,74.6,78.8,75.0,84.5,77.0,85.0,75.0,92.0,60.0,100.0,73.2,71.4,83.3,80.0,90.0,80.0
8,10002,10028,4004,MG,3,25,M,2007,2011,1,0,0,70.8,75.5,62.5,95.0,95.0,75.0,100.0,95.0,75.0,100.0,69.2,71.4,56.7,80.0,20.0,70.0
8,10002,10028,4004,MG,3,22,M,2009,2010,1,0,0,62.9,78.9,87.5,66.0,95.0,75.0,100.0,37.0,65.0,30.0,57.5,57.1,60.0,40.0,80.0,60.0
8,10002,10028,4004,MG,3,23,M,2009,2010,1,0,0,64.0,69.6,75.0,61.5,69.0,85.0,65.0,54.0,70.0,50.0,62.1,61.9,63.3,80.0,50.0,60.0
8,10002,10028,4004,MG,3,21,M,2010,2011,1,0,0,84.1,93.8,100.0,84.5,92.0,60.0,100.0,77.0,65.0,80.0,80.9,81.0,80.0,70.0,70.0,100.0
8,10002,10028,4004,MG,3,23,F,2009,2011,1,0,0,50.6,71.9,62.5,86.0,79.0,75.0,80.0,93.0,65.0,100.0,43.5,42.9,46.7,50.0,50.0,40.0
8,10002,10028,4004,MG,3,26,M,2007,2009,1,0,0,62.9,65.1,87.5,31.5,63.0,55.0,65.0,0.0,0.0,0.0,62.2,66.7,36.7,0.0,50.0,60.0
8,10002,10028,4004,MG,3,26,M,2006,2010,1,0,0,68.1,72.4,75.0,68.5,78.0,70.0,80.0,59.0,55.0,60.0,66.7,66.7,66.7,70.0,70.0,60.0
10,10008,10028,4004,PR,4,29,M,2003,2004,1,0,0,38.9,31.1,37.5,21.5,8.0,40.0,0.0,35.0,35.0,35.0,41.5,47.6,6.7,0.0,20.0,0.0
10,10008,10028,4004,PR,4,21,M,2010,2011,1,0,0,64.7,69.1,62.5,79.0,81.0,85.0,80.0,77.0,65.0,80.0,63.2,66.7,43.3,60.0,30.0,40.0
10,10008,10028,4004,PR,4,23,M,2010,2011,1,0,0,51.8,79.5,87.5,67.5,44.0,40.0,45.0,91.0,55.0,100.0,42.5,47.6,13.3,0.0,40.0,0.0
10,10008,10028,4004,PR,4,21,F,2009,2010,1,0,0,45.0,52.5,62.5,37.5,37.0,65.0,30.0,38.0,70.0,30.0,42.5,47.6,13.3,0.0,40.0,0.0
10,10008,10028,4004,PR,4,21,M,2009,2011,1,0,0,42.4,64.9,62.5,68.5,70.0,50.0,75.0,67.0,75.0,65.0,34.9,38.1,16.7,0.0,50.0,0.0
10,10008,10028,4004,PR,4,22,M,2009,2011,1,0,0,36.8,56.1,62.5,46.5,44.0,60.0,40.0,49.0,65.0,45.0,30.3,33.3,13.3,0.0,20.0,20.0
10,10008,10028,4004,PR,4,21,M,2010,2011,1,0,0,24.3,51.6,75.0,16.5,33.0,65.0,25.0,0.0,0.0,0.0,15.2,14.3,20.0,20.0,40.0,0.0
10,10008,10028,4004,PR,4,24,M,2007,2010,1,0,0,47.3,70.7,87.5,45.5,91.0,55.0,100.0,0.0,0.0,0.0,39.5,42.9,20.0,0.0,20.0,40.0
10,10008,10028,4004,PR,4,30,M,2002,2010,1,0,0,36.8,45.8,25.0,77.0,90.0,50.0,100.0,64.0,60.0,65.0,33.8,33.3,36.7,0.0,70.0,40.0
10,10008,10028,4004,PR,4,25,M,2009,2010,1,0,0,46.9,52.5,37.5,75.0,86.0,70.0,90.0,64.0,60.0,65.0,45.0,47.6,30.0,0.0,50.0,40.0
10,10008,10028,4004,PR,4,24,M,2009,2011,1,0,0,30.4,36.7,37.5,35.5,13.0,65.0,0.0,58.0,50.0,60.0,28.3,28.6,26.7,40.0,40.0,0.0
11,10008,10028,4004,PE,2,24,M,2008,2009,0,0,1,51.3,68.6,75.0,59.0,81.0,45.0,90.0,37.0,65.0,30.0,45.5,42.9,60.0,60.0,60.0,60.0
11,10008,10028,4004,PE,2,24,M,2007,2008,0,1,0,33.3,68.1,62.5,76.5,94.0,70.0,100.0,59.0,55.0,60.0,21.7,23.8,10.0,0.0,30.0,0.0
11,10008,10028,4004,PE,2,23,M,2009,2011,0,1,0,44.8,50.1,62.5,31.5,0.0,0.0,0.0,63.0,55.0,65.0,43.0,47.6,16.7,0.0,50.0,0.0
11,10008,10028,4004,PE,2,21,M,2010,2011,0,1,0,59.2,47.0,50.0,42.5,35.0,75.0,25.0,50.0,70.0,45.0,63.2,66.7,43.3,70.0,60.0,0.0
11,10008,10028,4004,PE,2,28,M,2003,2005,0,0,1,46.0,56.5,62.5,47.5,48.0,60.0,45.0,47.0,55.0,45.0,42.5,47.6,13.3,0.0,40.0,0.0
11,10008,10028,4004,PE,2,22,M,2008,2009,0,0,1,46.6,81.5,87.5,72.5,74.0,70.0,75.0,71.0,75.0,70.0,34.9,38.1,16.7,0.0,50.0,0.0
11,10008,10028,4004,PE,2,26,M,2006,2007,0,0,1,46.6,69.2,75.0,60.5,55.0,75.0,50.0,66.0,70.0,65.0,39.0,42.9,16.7,0.0,50.0,0.0
11,10008,10028,4004,PE,2,25,M,2007,2008,0,1,0,30.2,52.7,62.5,38.0,11.0,55.0,0.0,65.0,85.0,60.0,22.7,23.8,16.7,0.0,50.0,0.0
11,10008,10028,4004,PE,2,24,M,2008,2009,0,1,0,67.1,57.9,62.5,51.0,52.0,60.0,50.0,50.0,70.0,45.0,70.2,71.4,63.3,100.0,90.0,0.0
11,10008,10028,4004,PE,2,22,M,2010,2011,0,0,1,63.7,80.1,87.5,69.0,87.0,75.0,90.0,51.0,75.0,45.0,58.2,66.7,10.0,0.0,30.0,0.0
11,10008,10028,4004,PE,2,25,M,2007,2009,0,0,1,30.1,32.3,37.5,24.5,13.0,65.0,0.0,36.0,60.0,30.0,29.3,33.3,6.7,0.0,20.0,0.0
11,10008,10028,4004,PE,2,31,M,2002,2009,0,0,1,24.2,45.3,37.5,57.0,65.0,85.0,60.0,49.0,45.0,50.0,17.2,19.0,6.7,0.0,20.0,0.0
11,10008,10028,4004,PE,2,26,M,2006,2011,0,0,1,56.4,48.4,50.0,46.0,79.0,75.0,80.0,13.0,65.0,0.0,59.1,61.9,43.3,0.0,70.0,60.0
11,10008,10028,4004,PE,2,23,F,2008,2009,0,0,1,38.5,84.2,100.0,60.5,60.0,40.0,65.0,61.0,65.0,60.0,23.2,23.8,20.0,0.0,20.0,40.0
11,10008,10028,4004,PE,2,29,M,2002,2010,0,0,1,41.9,48.9,62.5,28.5,57.0,45.0,60.0,0.0,0.0,0.0,39.5,42.9,20.0,30.0,30.0,0.0
11,10008,10028,4004,PE,2,29,M,2003,2008,0,0,1,30.0,53.2,50.0,58.0,68.0,40.0,75.0,48.0,60.0,45.0,22.2,23.8,13.3,0.0,40.0,0.0
11,10008,10028,4004,PE,2,24,M,2008,2009,0,1,0,34.6,62.4,75.0,43.5,87.0,75.0,90.0,0.0,0.0,0.0,25.3,28.6,6.7,0.0,20.0,0.0
11,10008,10028,4004,PE,2,25,M,2007,2008,0,1,0,44.0,72.7,62.5,88.0,97.0,85.0,100.0,79.0,75.0,80.0,34.4,38.1,13.3,0.0,40.0,0.0
11,10008,10028,4004,PE,2,27,M,2004,2005,0,0,1,45.3,71.8,75.0,67.0,67.0,75.0,65.0,67.0,75.0,65.0,36.5,42.9,0.0,0.0,0.0,0.0
11,10008,10028,4004,PE,2,29,M,2003,2004,0,1,0,41.5,44.5,62.5,17.5,35.0,55.0,30.0,0.0,0.0,0.0,40.5,47.6,0.0,0.0,0.0,0.0
11,10008,10028,4004,PE,2,23,M,2009,2010,0,0,1,35.3,53.3,62.5,39.5,31.0,55.0,25.0,48.0,60.0,45.0,29.3,33.3,6.7,0.0,20.0,0.0
11,10008,10028,4004,PE,2,44,M,1987,2009,0,0,1,36.4,57.5,62.5,50.0,52.0,60.0,50.0,48.0,60.0,45.0,29.3,33.3,6.7,0.0,20.0,0.0
11,10008,10028,4004,PE,2,24,M,2008,2009,0,0,1,55.7,75.6,100.0,39.0,63.0,75.0,60.0,15.0,75.0,0.0,49.0,47.6,56.7,40.0,90.0,40.0
11,10008,10028,4004,PE,2,26,M,2005,2008,0,0,1,29.3,54.9,62.5,43.5,48.0,40.0,50.0,39.0,75.0,30.0,20.7,19.0,30.0,0.0,50.0,40.0
11,10008,10028,4004,PE,2,26,M,2005,2014,0,0,1,37.2,80.5,87.5,70.0,74.0,70.0,75.0,66.0,70.0,65.0,22.7,23.8,16.7,0.0,50.0,0.0
11,10008,10028,4004,PE,2,27,M,2004,2009,0,1,0,55.1,67.4,75.0,56.0,50.0,50.0,50.0,62.0,50.0,65.0,51.0,57.1,16.7,0.0,50.0,0.0
11,10008,10028,4004,PE,2,23,M,2008,2010,0,0,1,50.5,83.5,87.5,77.5,79.0,75.0,80.0,76.0,60.0,80.0,39.5,42.9,20.0,0.0,60.0,0.0
11,10008,10028,4004,PE,2,28,M,2004,2010,0,0,1,56.9,77.5,87.5,62.5,50.0,50.0,50.0,75.0,55.0,80.0,50.0,52.4,36.7,60.0,50.0,0.0
11,10008,10028,4004,PE,2,24,M,2007,2008,0,0,1,31.9,45.6,50.0,39.0,45.0,65.0,40.0,33.0,45.0,30.0,27.3,28.6,20.0,10.0,50.0,0.0
11,10008,10028,4004,PE,2,23,M,2009,2010,0,0,1,41.0,37.8,50.0,19.5,28.0,80.0,15.0,11.0,55.0,0.0,42.0,42.9,36.7,30.0,80.0,0.0
11,10008,10028,4004,PE,2,24,F,2007,2008,0,1,0,51.8,84.1,87.5,79.0,93.0,65.0,100.0,65.0,65.0,65.0,41.0,42.9,30.0,40.0,30.0,20.0
11,10008,10028,4004,PE,2,29,M,2002,2009,0,0,1,43.9,64.7,62.5,68.0,71.0,75.0,70.0,65.0,85.0,60.0,37.0,42.9,3.3,10.0,0.0,0.0
11,10008,10028,4004,PE,2,45,M,1994,2007,0,1,0,39.1,70.0,75.0,62.5,47.0,75.0,40.0,78.0,70.0,80.0,28.8,28.6,30.0,0.0,70.0,20.0
11,10008,10028,4004,PE,2,23,M,2008,2009,0,1,0,44.5,42.9,37.5,51.0,61.0,65.0,60.0,41.0,65.0,35.0,45.0,47.6,30.0,10.0,80.0,0.0
11,10008,10028,4004,PE,2,21,F,2010,2011,0,0,1,37.2,57.9,37.5,88.5,84.0,60.0,90.0,93.0,65.0,100.0,30.3,33.3,13.3,0.0,40.0,0.0
11,10008,10028,4004,PE,2,24,M,2007,2008,0,1,0,36.6,41.7,37.5,48.0,51.0,75.0,45.0,45.0,45.0,45.0,34.9,38.1,16.7,0.0,30.0,20.0
11,10008,10028,4004,PE,2,24,M,2007,2008,0,1,0,23.7,18.7,12.5,28.0,9.0,45.0,0.0,47.0,55.0,45.0,25.3,28.6,6.7,0.0,20.0,0.0
11,10008,10028,4004,PE,2,22,M,2009,2010,0,0,1,37.6,56.4,50.0,66.0,70.0,50.0,75.0,62.0,50.0,65.0,31.3,33.3,20.0,0.0,60.0,0.0
11,10008,10028,4004,PE,2,29,M,2004,2008,0,1,0,41.4,48.5,37.5,65.0,54.0,50.0,55.0,76.0,60.0,80.0,39.0,42.9,16.7,0.0,50.0,0.0
11,10008,10028,4004,PE,2,23,F,2008,2009,0,0,1,38.0,44.2,25.0,73.0,62.0,70.0,60.0,84.0,80.0,85.0,35.9,38.1,23.3,0.0,50.0,20.0
11,10008,10028,4004,PE,2,24,M,2007,2008,0,0,1,49.3,57.8,75.0,32.0,64.0,40.0,70.0,0.0,0.0,0.0,46.5,52.4,13.3,0.0,40.0,0.0
11,10008,10028,4004,PE,2,32,M,1999,2009,0,0,1,62.0,87.0,100.0,67.5,50.0,50.0,50.0,85.0,85.0,85.0,53.6,61.9,6.7,0.0,0.0,20.0
11,10008,10028,4004,PE,2,45,F,1988,2006,0,0,1,42.3,71.9,62.5,86.0,95.0,75.0,100.0,77.0,65.0,80.0,32.4,38.1,0.0,0.0,0.0,0.0
13,10008,10028,4004,RS,4,36,M,1995,2010,0,0,1,42.3,55.6,50.0,64.0,68.0,60.0,70.0,60.0,60.0,60.0,37.9,38.1,36.7,50.0,60.0,0.0
13,10008,10028,4004,RS,4,23,M,2008,2009,0,0,1,67.0,83.3,87.5,77.0,75.0,75.0,75.0,79.0,75.0,80.0,61.6,61.9,60.0,70.0,50.0,60.0
13,10008,10028,4004,RS,4,25,M,2006,2007,0,0,1,63.2,73.8,75.0,72.0,81.0,85.0,80.0,63.0,75.0,60.0,59.6,61.9,46.7,60.0,60.0,20.0
13,10008,10028,4004,RS,4,25,M,2006,2007,0,0,1,49.6,49.7,37.5,68.0,73.0,45.0,80.0,63.0,75.0,60.0,49.5,47.6,60.0,60.0,60.0,60.0
13,10008,10028,4004,RS,4,28,M,2003,2008,0,0,1,52.3,77.3,87.5,62.0,68.0,80.0,65.0,56.0,80.0,50.0,44.0,47.6,23.3,0.0,70.0,0.0
13,10008,10028,4004,RS,4,39,M,1993,2006,0,0,1,54.2,71.1,87.5,46.5,56.0,60.0,55.0,37.0,65.0,30.0,48.5,52.4,26.7,0.0,0.0,80.0
13,10008,10028,4004,RS,4,24,M,2007,2008,0,0,1,54.8,58.6,50.0,71.5,90.0,50.0,100.0,53.0,65.0,50.0,53.5,57.1,33.3,60.0,40.0,0.0
13,10008,10028,4004,RS,4,33,F,1997,1999,0,0,1,57.4,76.6,75.0,79.0,96.0,80.0,100.0,62.0,70.0,60.0,51.0,52.4,43.3,60.0,50.0,20.0
13,10008,10028,4004,RS,4,27,M,2004,2005,0,0,1,25.6,62.6,50.0,81.5,88.0,80.0,90.0,75.0,55.0,80.0,13.2,14.3,6.7,0.0,0.0,20.0
13,10008,10028,4004,RS,4,26,M,2005,2006,0,0,1,46.7,53.5,37.5,77.5,95.0,75.0,100.0,60.0,60.0,60.0,44.4,38.1,80.0,70.0,100.0,70.0
13,10008,10028,4004,RS,4,37,M,1996,1996,0,0,1,44.3,55.5,62.5,45.0,55.0,55.0,55.0,35.0,55.0,30.0,40.5,47.6,0.0,0.0,0.0,0.0
13,10008,10028,4004,RS,4,28,M,2003,2009,0,0,1,59.5,74.6,75.0,74.0,67.0,75.0,65.0,81.0,85.0,80.0,54.5,52.4,66.7,60.0,60.0,80.0
13,10008,10028,4004,RS,4,32,M,1999,2005,0,0,1,33.3,60.7,62.5,58.0,52.0,60.0,50.0,64.0,80.0,60.0,24.2,23.8,26.7,0.0,20.0,60.0
13,10008,10028,4004,RS,4,23,M,2008,2009,0,0,1,61.8,80.7,87.5,70.5,93.0,65.0,100.0,48.0,40.0,50.0,55.5,57.1,46.7,70.0,70.0,0.0
13,10008,10028,4004,RS,4,24,M,2007,2009,0,0,1,55.4,59.7,62.5,55.5,63.0,75.0,60.0,48.0,60.0,45.0,54.0,47.6,90.0,90.0,100.0,80.0
13,10008,10028,4004,RS,4,31,F,2000,2008,0,0,1,48.1,45.4,50.0,38.5,57.0,65.0,55.0,20.0,40.0,15.0,49.0,52.4,30.0,10.0,80.0,0.0
13,10008,10028,4004,RS,4,31,M,2001,2002,0,0,1,50.1,63.9,62.5,66.0,57.0,45.0,60.0,75.0,55.0,80.0,45.5,47.6,33.3,0.0,40.0,60.0
13,10008,10028,4004,RS,4,29,M,2002,2006,0,0,1,64.9,69.8,75.0,62.0,71.0,55.0,75.0,53.0,85.0,45.0,63.2,66.7,43.3,0.0,50.0,80.0
13,10008,10028,4004,RS,4,23,M,2008,2009,0,0,1,74.4,74.6,75.0,74.0,93.0,65.0,100.0,55.0,75.0,50.0,74.3,76.2,63.3,80.0,30.0,80.0
13,10008,10028,4004,RS,4,34,M,1999,2005,0,0,1,44.9,47.7,37.5,63.0,89.0,85.0,90.0,37.0,65.0,30.0,44.0,42.9,50.0,50.0,40.0,60.0
13,10008,10028,4004,RS,4,24,F,2007,2008,0,0,1,65.7,76.0,75.0,77.5,78.0,90.0,75.0,77.0,65.0,80.0,62.2,66.7,36.7,50.0,60.0,0.0
13,10008,10028,4004,RS,4,26,M,2005,2007,0,0,1,44.7,70.9,87.5,46.0,35.0,75.0,25.0,57.0,85.0,50.0,35.9,38.1,23.3,0.0,50.0,20.0
13,10008,10028,4004,RS,4,27,M,2004,2005,0,0,1,69.2,79.6,75.0,86.5,95.0,75.0,100.0,78.0,70.0,80.0,65.7,71.4,33.3,20.0,40.0,40.0
13,10008,10028,4004,RS,4,25,M,2006,2007,0,0,1,57.6,72.8,75.0,69.5,80.0,80.0,80.0,59.0,55.0,60.0,52.5,57.1,26.7,0.0,80.0,0.0
13,10008,10028,4004,RS,4,30,M,2002,2007,0,0,1,31.4,43.8,50.0,34.5,22.0,50.0,15.0,47.0,55.0,45.0,27.3,28.6,20.0,0.0,40.0,20.0
13,10008,10028,4004,RS,4,25,F,2006,2007,0,0,1,48.7,55.1,62.5,44.0,88.0,80.0,90.0,0.0,0.0,0.0,46.5,52.4,13.3,0.0,0.0,40.0
13,10008,10028,4004,RS,4,32,M,2004,2006,0,0,1,34.7,53.7,37.5,78.0,95.0,75.0,100.0,61.0,45.0,65.0,28.3,28.6,26.7,0.0,0.0,80.0
13,10008,10028,4004,RS,4,30,M,2001,2009,0,0,1,51.7,58.3,62.5,52.0,48.0,40.0,50.0,56.0,40.0,60.0,49.5,47.6,60.0,70.0,70.0,40.0
13,10008,10028,4004,RS,4,38,M,1993,2009,0,0,1,55.2,90.4,100.0,76.0,76.0,60.0,80.0,76.0,40.0,85.0,43.5,42.9,46.7,0.0,60.0,80.0
13,10008,10028,4004,RS,4,32,F,1999,2006,0,0,1,38.8,41.3,12.5,84.5,90.0,50.0,100.0,79.0,75.0,80.0,38.0,42.9,10.0,0.0,30.0,0.0
13,10008,10028,4004,RS,4,31,M,2000,2001,0,0,1,46.2,81.7,87.5,73.0,53.0,45.0,55.0,93.0,65.0,100.0,34.4,38.1,13.3,0.0,40.0,0.0
13,10008,10028,4004,RS,4,26,M,2009,2011,0,0,1,53.8,65.2,75.0,50.5,63.0,55.0,65.0,38.0,70.0,30.0,50.0,52.4,36.7,50.0,20.0,40.0
13,10008,10028,4004,RS,4,40,M,1991,1994,0,0,1,57.4,75.0,75.0,75.0,82.0,90.0,80.0,68.0,80.0,65.0,51.5,57.1,20.0,0.0,60.0,0.0
13,10008,10028,4004,RS,4,24,M,2007,2008,0,0,1,53.4,59.2,50.0,73.0,91.0,55.0,100.0,55.0,75.0,50.0,51.5,47.6,73.3,60.0,70.0,90.0
13,10008,10028,4004,RS,4,37,M,1994,1998,0,0,1,55.9,79.6,75.0,86.5,93.0,65.0,100.0,80.0,80.0,80.0,48.0,47.6,50.0,70.0,80.0,0.0
14,10008,10028,4006,RS,4,29,M,2003,2006,0,0,1,59.4,54.8,50.0,62.0,75.0,55.0,80.0,49.0,65.0,45.0,60.9,68.4,18.3,0.0,55.0,0.0
14,10008,10028,4006,RS,4,24,M,2007,2011,0,0,1,26.7,36.0,25.0,52.5,52.0,60.0,50.0,53.0,65.0,50.0,23.6,26.3,8.3,10.0,15.0,0.0
14,10008,10028,4006,RS,4,30,M,2002,2003,0,0,1,52.5,57.9,62.5,51.0,47.0,75.0,40.0,55.0,75.0,50.0,50.7,57.9,10.0,0.0,0.0,30.0
14,10008,10028,4006,RS,4,26,M,2005,2010,0,0,1,55.6,61.3,62.5,59.5,50.0,50.0,50.0,69.0,85.0,65.0,53.7,63.2,0.0,0.0,0.0,0.0
14,10008,10028,4006,RS,4,25,M,2005,2010,0,0,1,55.5,65.2,50.0,88.0,96.0,80.0,100.0,80.0,80.0,80.0,52.2,57.9,20.0,0.0,40.0,20.0
14,10008,10028,4006,RS,4,24,M,2008,2010,0,0,1,56.5,71.3,62.5,84.5,74.0,90.0,70.0,95.0,75.0,100.0,51.5,57.9,15.0,0.0,45.0,0.0
14,10008,10028,4006,RS,4,22,F,2010,2010,0,0,1,72.2,65.9,62.5,71.0,77.0,65.0,80.0,65.0,85.0,60.0,74.3,84.2,18.3,0.0,25.0,30.0
14,10008,10028,4006,RS,4,30,M,2001,2002,0,0,1,51.7,62.3,62.5,62.0,28.0,40.0,25.0,96.0,80.0,100.0,48.2,52.6,23.3,0.0,70.0,0.0
14,10008,10028,4006,RS,4,26,M,2005,2007,0,0,1,27.4,42.4,50.0,31.0,41.0,45.0,40.0,21.0,45.0,15.0,22.4,26.3,0.0,0.0,0.0,0.0
14,10008,10028,4006,RS,4,25,M,2008,2009,0,0,1,55.6,83.0,100.0,57.5,37.0,65.0,30.0,78.0,70.0,80.0,46.5,52.6,11.7,0.0,0.0,35.0
14,10008,10028,4006,RS,4,25,M,2006,2008,0,0,1,57.7,74.6,75.0,74.0,73.0,65.0,75.0,75.0,55.0,80.0,52.0,57.9,18.3,0.0,30.0,25.0
14,10008,10028,4006,RS,4,27,M,2003,2006,0,0,1,45.7,48.8,50.0,47.0,55.0,75.0,50.0,39.0,75.0,30.0,44.7,52.6,0.0,0.0,0.0,0.0
14,10008,10028,4006,RS,4,23,F,2008,2011,0,0,1,49.4,57.6,50.0,69.0,85.0,65.0,90.0,53.0,65.0,50.0,46.7,52.6,13.3,0.0,10.0,30.0
14,10008,10028,4006,RS,4,31,M,2000,2004,0,0,1,56.8,67.7,87.5,38.0,0.0,0.0,0.0,76.0,60.0,80.0,53.2,57.9,26.7,80.0,0.0,0.0
14,10008,10028,4006,RS,4,27,M,2004,2006,0,0,1,57.2,67.6,75.0,56.5,51.0,75.0,45.0,62.0,70.0,60.0,53.7,63.2,0.0,0.0,0.0,0.0
