data,time1,time2,result
29/08/2007,"Botafogo","Flamengo",E
29/08/2007,"Sport","Grêmio",V
29/08/2007,"AtléticoMG","Corinthians",V
29/08/2007,"Figueirense","AméricaRN",V
29/08/2007,"Internacional","Fluminense",D
30/08/2007,"Santos","AtléticoPR",V
30/08/2007,"Vasco","Náutico",V
01/09/2007,"SãoPaulo","Paraná",V
01/09/2007,"AméricaRN","Juventude",D
01/09/2007,"Flamengo","Sport",E
02/09/2007,"Corinthians","Santos",V
02/09/2007,"AtléticoPR","AtléticoMG",V
02/09/2007,"Goiás","Figueirense",V
02/09/2007,"Fluminense","Vasco",E
02/09/2007,"Náutico","Internacional",E
02/09/2007,"Cruzeiro","Palmeiras",V
02/09/2007,"Grêmio","Botafogo",V
05/09/2007,"Corinthians","AméricaRN",V
05/09/2007,"Goiás","AtléticoPR",D
05/09/2007,"AtléticoMG","SãoPaulo",E
05/09/2007,"Santos","Internacional",V
05/09/2007,"Juventude","Cruzeiro",V
05/09/2007,"Grêmio","Vasco",V
05/09/2007,"Flamengo","Figueirense",V
06/09/2007,"Paraná","Náutico",D
06/09/2007,"Botafogo","Palmeiras",E
06/09/2007,"Sport","Fluminense",D
08/09/2007,"Cruzeiro","Grêmio",V
08/09/2007,"Santos","Juventude",V
08/09/2007,"Figueirense","AtléticoMG",V
08/09/2007,"Internacional","Flamengo",V
08/09/2007,"Vasco","SãoPaulo",D
09/09/2007,"Palmeiras","Goiás",V
09/09/2007,"Paraná","Corinthians",V
09/09/2007,"AméricaRN","Sport",E
09/09/2007,"Fluminense","AtléticoPR",V
09/09/2007,"Náutico","Botafogo",V
12/09/2007,"Flamengo","Cruzeiro",V
15/09/2007,"Goiás","Náutico",D
15/09/2007,"Fluminense","AméricaRN",V
15/09/2007,"SãoPaulo","Santos",V
16/09/2007,"Corinthians","Botafogo",D
16/09/2007,"AtléticoPR","Palmeiras",V
16/09/2007,"Sport","Paraná",V
16/09/2007,"AtléticoMG","Cruzeiro",D
16/09/2007,"Figueirense","Juventude",V
16/09/2007,"Grêmio","Internacional",V
16/09/2007,"Flamengo","Vasco",E
22/09/2007,"Goiás","AméricaRN",E
22/09/2007,"SãoPaulo","Figueirense",V
22/09/2007,"Grêmio","Santos",V
23/09/2007,"Palmeiras","Corinthians",V
23/09/2007,"AtléticoPR","Paraná",V
23/09/2007,"Botafogo","Fluminense",D
23/09/2007,"Náutico","Sport",V
23/09/2007,"AtléticoMG","Internacional",E
23/09/2007,"Juventude","Flamengo",E
23/09/2007,"Vasco","Cruzeiro",D
29/09/2007,"Corinthians","Sport",D
29/09/2007,"Náutico","AtléticoPR",V
29/09/2007,"Flamengo","AtléticoMG",V
30/09/2007,"Paraná","Fluminense",V
30/09/2007,"AméricaRN","Palmeiras",E
30/09/2007,"Botafogo","Goiás",D
30/09/2007,"Cruzeiro","Figueirense",D
30/09/2007,"Santos","Vasco",V
30/09/2007,"Juventude","Grêmio",D
30/09/2007,"Internacional","SãoPaulo",D
03/10/2007,"Palmeiras","Náutico",V
03/10/2007,"AtléticoPR","Botafogo",V
03/10/2007,"Fluminense","Corinthians",E
03/10/2007,"Sport","Goiás",V
03/10/2007,"Cruzeiro","Santos",D
03/10/2007,"Grêmio","AtléticoMG",E
03/10/2007,"Vasco","Juventude",D
04/10/2007,"AméricaRN","Paraná",V
04/10/2007,"Flamengo","SãoPaulo",V
04/10/2007,"Figueirense","Internacional",E
06/10/2007,"Palmeiras","Grêmio",V
06/10/2007,"Botafogo","Santos",D
06/10/2007,"Náutico","Juventude",V
07/10/2007,"AtléticoPR","Vasco",V
07/10/2007,"Goiás","Cruzeiro",E
07/10/2007,"AtléticoMG","Sport",V
07/10/2007,"SãoPaulo","Corinthians",D
07/10/2007,"Figueirense","Paraná",V
07/10/2007,"Internacional","AméricaRN",V
07/10/2007,"Flamengo","Fluminense",D
12/10/2007,"Sport","Figueirense",E
12/10/2007,"Cruzeiro","Náutico",E
12/10/2007,"Juventude","AtléticoPR",E
13/10/2007,"Corinthians","Internacional",E
13/10/2007,"Paraná","Flamengo",D
13/10/2007,"AméricaRN","AtléticoMG",D
13/10/2007,"Fluminense","SãoPaulo",E
13/10/2007,"Santos","Palmeiras",E
13/10/2007,"Grêmio","Goiás",V
14/10/2007,"Vasco","Botafogo",V
18/10/2007,"Vasco","Flamengo",D
20/10/2007,"Palmeiras","Paraná",V
20/10/2007,"Goiás","Fluminense",V
20/10/2007,"Botafogo","Sport",V
21/10/2007,"AtléticoPR","AméricaRN",V
21/10/2007,"Náutico","Corinthians",V
21/10/2007,"AtléticoMG","Vasco",V
21/10/2007,"SãoPaulo","Cruzeiro",V
21/10/2007,"Figueirense","Santos",V
21/10/2007,"Internacional","Juventude",V
21/10/2007,"Flamengo","Grêmio",V
27/10/2007,"Fluminense","AtléticoMG",E
27/10/2007,"Cruzeiro","AtléticoPR",E
27/10/2007,"Santos","Goiás",V
28/10/2007,"Corinthians","Figueirense",V
28/10/2007,"Paraná","Internacional",V
28/10/2007,"AméricaRN","Flamengo",D
28/10/2007,"Sport","SãoPaulo",D
28/10/2007,"Juventude","Botafogo",E
28/10/2007,"Grêmio","Náutico",V
28/10/2007,"Vasco","Palmeiras",E
31/10/2007,"AtléticoPR","Grêmio",V
31/10/2007,"Goiás","Vasco",D
31/10/2007,"Náutico","Santos",D
31/10/2007,"AtléticoMG","Paraná",E
31/10/2007,"SãoPaulo","AméricaRN",V
31/10/2007,"Figueirense","Fluminense",D
31/10/2007,"Flamengo","Corinthians",V
01/11/2007,"Palmeiras","Juventude",D
01/11/2007,"Botafogo","Cruzeiro",V
01/11/2007,"Internacional","Sport",E
03/11/2007,"Paraná","Goiás",V
03/11/2007,"Fluminense","Náutico",V
03/11/2007,"Grêmio","Figueirense",D
04/11/2007,"Corinthians","AtléticoPR",E
04/11/2007,"AméricaRN","Botafogo",E
04/11/2007,"Sport","Palmeiras",V
04/11/2007,"Cruzeiro","Flamengo",V
04/11/2007,"Santos","AtléticoMG",E
04/11/2007,"Vasco","Internacional",D
07/11/2007,"Juventude","SãoPaulo",V
10/11/2007,"Botafogo","Paraná",V
10/11/2007,"Náutico","AméricaRN",V
10/11/2007,"Internacional","Cruzeiro",V
11/11/2007,"AtléticoPR","Sport",E
11/11/2007,"Goiás","Corinthians",E
11/11/2007,"AtléticoMG","Juventude",V
11/11/2007,"SãoPaulo","Grêmio",V
11/11/2007,"Figueirense","Vasco",E
11/11/2007,"Flamengo","Santos",V
14/11/2007,"Palmeiras","Fluminense",V
24/11/2007,"AméricaRN","Grêmio",D
24/11/2007,"Fluminense","Juventude",V
25/11/2007,"Paraná","Santos",D
25/11/2007,"Sport","Cruzeiro",V
25/11/2007,"SãoPaulo","Botafogo",E
25/11/2007,"Internacional","Palmeiras",V
25/11/2007,"Flamengo","AtléticoPR",V
28/11/2007,"Corinthians","Vasco",D
28/11/2007,"AtléticoMG","Goiás",V
28/11/2007,"Figueirense","Náutico",V
02/12/2007,"Palmeiras","AtléticoMG",D
02/12/2007,"AtléticoPR","SãoPaulo",V
02/12/2007,"Goiás","Internacional",V
02/12/2007,"Botafogo","Figueirense",E
02/12/2007,"Náutico","Flamengo",V
02/12/2007,"Cruzeiro","AméricaRN",V
02/12/2007,"Santos","Fluminense",D
02/12/2007,"Juventude","Sport",V
02/12/2007,"Grêmio","Corinthians",E
