time1,time2,r1c,r1f,r2c,r2f,result
"AtléticoMG","Coritiba",0.533333,0.133333,0.8,0.533333,V
"AtléticoPR","Corinthians",1,0.6,0.733333,0.6,V
"Figueirense","Botafogo",0.666667,0.0666667,0.533333,0.133333,V
"Fluminense","Flamengo",0.866667,0.266667,0.8,0.266667,V
"Grêmio","Paysandu",0.2,0.133333,0.8,0.4,E
"Palmeiras","Santos",0.4,0.733333,0.666667,0.666667,D
"PontePreta","Paraná",0.533333,0.2,0.2,0.4,D
"Vitória","Criciúma",0.466667,0,0.4,0.0666667,V
"Criciúma","Fluminense",0.2,0.0666667,0.866667,0.466667,D
"Paraná","Guarani",0.266667,0.4,0.4,0.2,E
"Santos","AtléticoMG",0.666667,0.666667,0.533333,0.133333,V
"SãoCaetano","Grêmio",0.666667,0.866667,0.2,0.0666667,V
"Botafogo","Vasco",0.6,0.133333,0.266667,0.333333,E
"Corinthians","SãoPaulo",0.6,0.6,0.533333,0.266667,E
"Coritiba","Palmeiras",0.666667,0.533333,0.4,0.6,E
"Cruzeiro","AtléticoPR",0.266667,0.466667,1,0.6,D
"Flamengo","Goiás",1,0.266667,0.8,0.266667,V
"Internacional","Vitória",0.533333,0.2,0.466667,0,V
"Juventude","PontePreta",0.333333,0.666667,0.533333,0.4,D
"Paysandu","Figueirense",0.8,0.4,0.666667,0.0666667,V
"Figueirense","PontePreta",0.666667,0.0666667,0.533333,0.4,D
"AtléticoMG","Internacional",0.4,0.133333,0.533333,0.0666667,E
"Grêmio","SãoPaulo",0.333333,0.0666667,0.533333,0.266667,V
"Guarani","Fluminense",0.4,0.2,0.866667,0.533333,E
"Paysandu","Cruzeiro",1,0.4,0.266667,0.466667,V
"SãoCaetano","Coritiba",0.8,0.866667,0.666667,0.333333,V
"AtléticoPR","Flamengo",1,0.6,1,0.266667,V
"Botafogo","Paraná",0.733333,0.133333,0.266667,0.4,V
"Corinthians","Goiás",0.733333,0.6,0.8,0.266667,V
"Juventude","Criciúma",0.466667,0.666667,0.2,0.0666667,V
"Santos","Vitória",0.866667,0.666667,0.466667,0,V
"Vasco","Palmeiras",0.266667,0.333333,0.4,0.6,D
"Coritiba","Grêmio",0.666667,0.333333,0.333333,0.0666667,V
"Cruzeiro","Figueirense",0.133333,0.466667,0.666667,0.0666667,E
"Fluminense","AtléticoMG",0.733333,0.533333,0.4,0.133333,E
"SãoPaulo","Paysandu",0.533333,0.266667,1,0.333333,V
"Criciúma","Guarani",0.266667,0.0666667,0.4,0.2,E
"Flamengo","Corinthians",0.866667,0.266667,0.733333,0.466667,E
"Goiás","Juventude",0.8,0.266667,0.466667,0.666667,D
"Internacional","Santos",0.733333,0.0666667,0.866667,0.466667,V
"Palmeiras","SãoCaetano",0.4,0.6,0.8,0.666667,V
"Paraná","Vasco",0.466667,0.4,0.266667,0.333333,V
"PontePreta","Botafogo",0.4,0.4,0.733333,0.133333,E
"Vitória","AtléticoPR",0.266667,0,1,0.733333,D
"AtléticoPR","AtléticoMG",1,0.733333,0.4,0.133333,V
"Corinthians","Juventude",0.533333,0.466667,0.466667,0.666667,D
"Cruzeiro","PontePreta",0.333333,0.466667,0.4,0.4,V
"Figueirense","Flamengo",0.8,0.0666667,0.866667,0.266667,V
"Fluminense","Botafogo",0.666667,0.533333,0.733333,0.333333,D
"Grêmio","Criciúma",0.533333,0.0666667,0.266667,0.0666667,V
"Guarani","Santos",0.333333,0.2,0.866667,0.666667,D
"Paraná","Coritiba",0.466667,0.4,0.666667,0.266667,V
"SãoCaetano","Goiás",0.8,0.666667,0.8,0.0666667,V
"SãoPaulo","Palmeiras",0.533333,0.266667,0.4,0.4,V
"Vasco","Internacional",0.266667,0.333333,0.733333,0.0666667,V
"Vitória","Paysandu",0.466667,0,1,0.266667,V
"Coritiba","Cruzeiro",0.533333,0.266667,0.333333,0.533333,E
"Criciúma","Internacional",0.266667,0.0666667,0.733333,0.0666667,V
"Goiás","Vitória",0.8,0.0666667,0.466667,0,V
"Grêmio","Fluminense",0.466667,0.0666667,0.666667,0.733333,D
"PontePreta","SãoPaulo",0.2,0.4,0.533333,0.466667,D
"Santos","Corinthians",0.733333,0.666667,0.533333,0.533333,E
"Vasco","Figueirense",0.4,0.333333,0.8,0.0666667,V
"AtléticoMG","Guarani",0.6,0.133333,0.333333,0.2,V
"Botafogo","SãoCaetano",0.6,0.333333,0.8,0.533333,E
"Juventude","AtléticoPR",0.333333,0.666667,1,0.733333,E
"Palmeiras","Paraná",0.266667,0.4,0.466667,0.466667,E
"Paysandu","Flamengo",0.866667,0.266667,0.866667,0.133333,E
"Corinthians","Coritiba",0.533333,0.533333,0.533333,0.266667,E
"Figueirense","Grêmio",0.8,0.0666667,0.466667,0.0666667,V
"Vitória","Vasco",0.6,0,0.4,0.333333,V
"Santos","PontePreta",0.733333,0.666667,0.2,0.4,V
"Fluminense","Goiás",0.466667,0.733333,0.8,0.2,D
"AtléticoMG","SãoPaulo",0.533333,0.133333,0.533333,0.666667,D
"AtléticoPR","Paraná",0.866667,0.733333,0.466667,0.533333,E
"Flamengo","Criciúma",0.866667,0.133333,0.266667,0,V
"Guarani","Cruzeiro",0.466667,0.2,0.333333,0.333333,V
"Internacional","Botafogo",0.733333,0.0666667,0.6,0.266667,V
"Juventude","Palmeiras",0.266667,0.666667,0.266667,0.533333,D
"SãoCaetano","Paysandu",1,0.533333,0.866667,0.266667,V
"Botafogo","Vitória",0.6,0.266667,0.6,0.0666667,E
"Coritiba","Juventude",0.533333,0.266667,0.266667,0.666667,D
"Cruzeiro","AtléticoMG",0.266667,0.333333,0.533333,0.266667,D
"Grêmio","Internacional",0.466667,0.0666667,0.733333,0.266667,D
"Palmeiras","AtléticoPR",0.466667,0.533333,0.866667,0.533333,V
"Paysandu","Goiás",0.866667,0.266667,0.8,0.2,V
"Criciúma","Figueirense",0.466667,0,0.8,0.0666667,V
"Guarani","PontePreta",0.533333,0.2,0.2,0.466667,E
"Paraná","Corinthians",0.466667,0.533333,0.533333,0.533333,D
"SãoCaetano","Fluminense",1,0.533333,0.466667,0.666667,V
"SãoPaulo","Santos",0.666667,0.666667,0.733333,0.6,V
"Vasco","Flamengo",0.6,0.333333,0.866667,0.0666667,V
"Cruzeiro","Grêmio",0.466667,0.333333,0.466667,0,V
"Goiás","AtléticoPR",0.8,0.2,0.866667,0.466667,V
"Palmeiras","Botafogo",0.666667,0.533333,0.6,0.266667,V
"Vitória","AtléticoMG",0.8,0.0666667,0.533333,0.266667,V
"Coritiba","Vasco",0.333333,0.266667,0.6,0.466667,D
"Criciúma","Corinthians",0.533333,0,0.533333,0.4,E
"Flamengo","Santos",0.733333,0.0666667,0.733333,0.466667,E
"Fluminense","Juventude",0.466667,0.666667,0.266667,0.6,V
"Internacional","Guarani",0.666667,0.266667,0.533333,0.333333,D
"Paraná","Figueirense",0.666667,0.533333,0.8,0.0666667,V
"PontePreta","Paysandu",0.333333,0.466667,0.866667,0.0666667,V
"AtléticoMG","Criciúma",0.533333,0.266667,0.533333,0.0666667,E
"AtléticoPR","Internacional",0.866667,0.466667,0.666667,0.266667,V
"Botafogo","Cruzeiro",0.6,0.266667,0.466667,0.133333,V
"Corinthians","Vitória",0.533333,0.4,0.8,0.0666667,V
"Figueirense","SãoPaulo",0.8,0.0666667,0.666667,0.466667,V
"Grêmio","Palmeiras",0.4,0,0.666667,0.666667,D
"Guarani","Goiás",0.4,0.333333,0.8,0.266667,E
"Juventude","Flamengo",0.466667,0.6,0.733333,0.0666667,V
"Paysandu","Coritiba",0.733333,0.0666667,0.333333,0.133333,E
"Santos","Fluminense",0.866667,0.466667,0.466667,0.466667,V
"Vasco","PontePreta",0.666667,0.466667,0.333333,0.333333,E
"SãoPaulo","SãoCaetano",0.866667,0.466667,1,0.466667,V
"Flamengo","Guarani",0.733333,0.0666667,0.4,0.333333,V
"Goiás","AtléticoMG",0.8,0.266667,0.533333,0.266667,V
"Palmeiras","Paysandu",0.866667,0.666667,0.733333,0,V
"Paraná","Grêmio",0.8,0.533333,0.4,0,V
"Coritiba","Figueirense",0.466667,0.133333,0.8,0.0666667,V
"Criciúma","Santos",0.6,0.0666667,0.866667,0.333333,E
"Cruzeiro","Vasco",0.666667,0.133333,0.666667,0.266667,V
"Fluminense","AtléticoPR",0.266667,0.466667,0.866667,0.466667,D
"Internacional","Corinthians",0.8,0.266667,0.533333,0.4,V
"PontePreta","SãoCaetano",0.266667,0.333333,1,0.466667,D
"SãoPaulo","Botafogo",1,0.466667,0.6,0.266667,V
"Vitória","Juventude",0.666667,0.0666667,0.466667,0.666667,E
"SãoCaetano","Paraná",1,0.466667,0.8,0.333333,V
"Botafogo","Coritiba",0.733333,0.266667,0.466667,0.133333,V
"SãoCaetano","Cruzeiro",1,0.466667,0.666667,0.0666667,V
"Grêmio","PontePreta",0.4,0,0.266667,0.133333,V
"Corinthians","Fluminense",0.533333,0.4,0.266667,0.333333,E
"AtléticoMG","Flamengo",0.533333,0.266667,0.733333,0.0666667,V
"AtléticoPR","Criciúma",0.866667,0.466667,0.6,0.0666667,V
"Figueirense","Palmeiras",0.6,0.0666667,0.866667,0.8,D
"Guarani","Vitória",0.4,0.333333,0.666667,0.133333,E
"Juventude","Internacional",0.466667,0.666667,0.8,0.4,D
"Paysandu","Paraná",0.6,0,0.8,0.2,E
"Santos","Goiás",0.866667,0.333333,0.8,0.266667,V
"Vasco","SãoPaulo",0.733333,0.266667,1,0.466667,E
"Fluminense","Figueirense",0.2,0.333333,0.6,0.2,D
"Palmeiras","Guarani",0.666667,0.8,0.4,0.466667,D
"Paraná","AtléticoMG",0.8,0.2,0.533333,0.2,V
"Vitória","Grêmio",0.866667,0.133333,0.4,0,V
"Coritiba","Santos",0.266667,0.133333,0.866667,0.533333,D
"Criciúma","Paysandu",0.733333,0.0666667,0.6,0,V
"Cruzeiro","Corinthians",0.6,0.0666667,0.533333,0.533333,D
"Flamengo","Botafogo",0.6,0.0666667,0.733333,0.266667,E
"Goiás","Vasco",0.8,0.266667,0.733333,0.2,V
"Internacional","SãoCaetano",0.8,0.4,1,0.266667,V
"PontePreta","AtléticoPR",0.266667,0.133333,0.866667,0.466667,D
"SãoPaulo","Juventude",1,0.466667,0.466667,0.466667,V
"Botafogo","Guarani",0.733333,0.266667,0.4,0.4,V
"Cruzeiro","Fluminense",0.4,0.0666667,0.2,0.466667,D
"Figueirense","AtléticoMG",0.8,0.2,0.533333,0.2,V
"Paraná","Goiás",0.8,0.2,0.8,0.266667,V
"SãoPaulo","Internacional",1,0.466667,0.8,0.4,V
"Coritiba","Vitória",0.4,0.133333,0.866667,0.133333,V
"Grêmio","AtléticoPR",0.266667,0,0.866667,0.466667,E
"Palmeiras","Flamengo",0.6,0.8,0.6,0.266667,D
"Paysandu","Santos",0.466667,0,0.866667,0.4,E
"PontePreta","Criciúma",0.4,0.133333,0.733333,0.0666667,V
"SãoCaetano","Corinthians",1,0.266667,0.533333,0.466667,V
"Vasco","Juventude",0.6,0.2,0.466667,0.333333,E
"Criciúma","Paraná",0.533333,0.0666667,0.8,0.4,D
"Fluminense","PontePreta",0.4,0.466667,0.4,0.133333,V
"Goiás","Palmeiras",0.866667,0.266667,0.6,0.666667,E
"Guarani","Figueirense",0.6,0.4,0.8,0.2,V
"AtléticoMG","Paysandu",0.533333,0.2,0.466667,0.0666667,E
"Corinthians","Vasco",0.533333,0.466667,0.6,0.2,V
"Internacional","Cruzeiro",0.8,0.4,0.4,0.0666667,V
"Flamengo","Coritiba",0.6,0.266667,0.4,0.2,E
"Vitória","SãoPaulo",0.666667,0.133333,1,0.666667,D
"Santos","Grêmio",0.866667,0.4,0.266667,0,V
"AtléticoPR","SãoCaetano",0.866667,0.466667,1,0.266667,V
"Juventude","Botafogo",0.466667,0.333333,0.733333,0.0666667,V
"Grêmio","AtléticoMG",0.266667,0,0.533333,0.2,D
"Paysandu","Guarani",0.6,0.0666667,0.6,0.4,V
"Palmeiras","Criciúma",0.6,0.666667,0.533333,0.0666667,V
"Paraná","Fluminense",0.8,0.4,0.4,0.466667,D
"Figueirense","Juventude",0.8,0.2,0.466667,0.133333,V
"Vasco","AtléticoPR",0.6,0.2,0.866667,0.466667,V
"Botafogo","Corinthians",0.666667,0.0666667,0.533333,0.466667,D
"SãoCaetano","Santos",0.8,0.266667,0.866667,0.6,D
"PontePreta","Internacional",0.4,0.133333,0.8,0.6,D
"Cruzeiro","Vitória",0.6,0.0666667,0.666667,0.133333,V
"SãoPaulo","Flamengo",0.866667,0.666667,0.6,0.266667,E
"Coritiba","Goiás",0.6,0.2,0.866667,0.0666667,V
"Criciúma","Coritiba",0.4,0.0666667,0.6,0.266667,E
"Internacional","Paraná",0.8,0.6,0.8,0.333333,V
"Flamengo","Cruzeiro",0.6,0.266667,0.6,0,V
"Fluminense","Palmeiras",0.466667,0.466667,0.6,0.733333,E
"Vitória","PontePreta",0.466667,0.133333,0.4,0.333333,D
"Goiás","SãoPaulo",0.866667,0.0666667,0.866667,0.466667,V
"Guarani","Grêmio",0.6,0.4,0.266667,0,V
"AtléticoMG","SãoCaetano",0.533333,0.2,0.8,0.2,V
"Santos","Vasco",1,0.6,0.6,0.2,V
"AtléticoPR","Botafogo",0.733333,0.466667,0.666667,0.133333,E
"Corinthians","Figueirense",0.733333,0.466667,0.8,0.2,V
"SãoCaetano","Palmeiras",0.0666667,0,0,0.0666667,E
"Paraná","Goiás",0,0,0,0.2,D
"Flamengo","Cruzeiro",0.0666667,0,0,0.0666667,E
"AtléticoMG","Figueirense",0.2,0,0,0,V
"Corinthians","Juventude",0.0666667,0,0,0.0666667,E
"Santos","Paysandu",0.2,0,0,0,V
"AtléticoPR","PontePreta",0,0,0,0.2,D
"Internacional","Botafogo",0,0,0,0.2,D
"Fortaleza","Coritiba",0,0,0,0.2,D
"Fluminense","SãoPaulo",0.2,0,0,0,V
"Brasiliense","Vasco",0.0666667,0,0,0.0666667,E
"SãoPaulo","Paraná",0.0666667,0,0,0.0666667,E
"PontePreta","AtléticoMG",0.0666667,0.2,0.2,0.0666667,E
"Palmeiras","Brasiliense",0.2,0.0666667,0.0666667,0,V
"Vasco","Fortaleza",0.0666667,0.0666667,0,0.0666667,E
"Goiás","SãoCaetano",0.0666667,0.2,0.0666667,0.0666667,E
"Coritiba","Santos",0,0.2,0.2,0.2,D
"Juventude","AtléticoPR",0.2,0.0666667,0,0,V
"Figueirense","Flamengo",0,0,0.0666667,0.2,D
"Paysandu","Fluminense",0,0,0.2,0.2,D
"Botafogo","Corinthians",0.2,0.2,0.0666667,0,V
"Cruzeiro","Internacional",0.2,0.0666667,0,0,V
"Santos","AtléticoPR",0.4,0.2,0,0,V
"Goiás","Figueirense",0.133333,0.2,0,0.0666667,E
"Paraná","Juventude",0.0666667,0.0666667,0.2,0.133333,E
"PontePreta","Paysandu",0.266667,0.2,0,0,V
"Corinthians","SãoPaulo",0.0666667,0,0.0666667,0.2,D
"Coritiba","Palmeiras",0.2,0.2,0.2,0.0666667,V
"SãoCaetano","Fortaleza",0.266667,0.0666667,0,0.0666667,V
"AtléticoMG","Brasiliense",0.2,0.0666667,0.0666667,0.2,D
"Internacional","Flamengo",0.2,0,0.0666667,0.2,V
"Vasco","Botafogo",0.0666667,0.0666667,0.2,0.4,D
"Fluminense","Cruzeiro",0.4,0.2,0.2,0.0666667,V
"SãoPaulo","Coritiba",0.266667,0.2,0.2,0.2,V
"Fortaleza","PontePreta",0.2,0.0666667,0.266667,0.2,V
"Figueirense","Internacional",0,0.0666667,0.2,0.2,D
"Botafogo","AtléticoMG",0.4,0.4,0.2,0.0666667,V
"AtléticoPR","Corinthians",0,0,0.0666667,0.2,D
"Juventude","Vasco",0.4,0.133333,0.0666667,0.0666667,V
"Paysandu","SãoCaetano",0.2,0,0.266667,0.0666667,V
"Flamengo","Santos",0.266667,0.2,0.4,0.2,V
"Cruzeiro","Goiás",0.4,0.0666667,0.133333,0.2,V
"Palmeiras","Paraná",0.2,0.0666667,0.0666667,0.266667,D
"Brasiliense","Fluminense",0.0666667,0.2,0.4,0.4,D
"Juventude","Paysandu",0.6,0.133333,0.2,0,V
"Paraná","PontePreta",0.133333,0.266667,0.266667,0.266667,E
"Fortaleza","Brasiliense",0.4,0.0666667,0.0666667,0.2,V
"Fluminense","Coritiba",0.4,0.4,0.2,0.4,D
"Goiás","Botafogo",0.333333,0.2,0.4,0.4,V
"Corinthians","Figueirense",0.266667,0.2,0,0.0666667,V
"SãoCaetano","Flamengo",0.466667,0.0666667,0.266667,0.2,V
"Santos","AtléticoMG",0.6,0.2,0.2,0.0666667,V
"AtléticoPR","Internacional",0,0,0.2,0.4,D
"Vasco","SãoPaulo",0.266667,0.0666667,0.266667,0.2,V
"Cruzeiro","Palmeiras",0.6,0.0666667,0.2,0.0666667,V
"SãoPaulo","Cruzeiro",0.333333,0.2,0.6,0.133333,E
"Paysandu","Goiás",0.4,0,0.333333,0.2,V
"Figueirense","SãoCaetano",0.2,0.0666667,0.466667,0.0666667,V
"Coritiba","Juventude",0.2,0.4,0.6,0.333333,D
"AtléticoMG","Corinthians",0.2,0.0666667,0.266667,0.4,D
"Internacional","Fortaleza",0.4,0.4,0.4,0.0666667,V
"PontePreta","Vasco",0.466667,0.266667,0.266667,0.0666667,V
"Flamengo","Fluminense",0.333333,0.2,0.4,0.466667,E
"Botafogo","AtléticoPR",0.6,0.4,0,0,V
"Palmeiras","Santos",0.4,0.0666667,0.6,0.2,V
"Brasiliense","Paraná",0.266667,0.2,0.133333,0.266667,V
"SãoCaetano","Brasiliense",0.666667,0.0666667,0.266667,0.2,V
"AtléticoPR","Figueirense",0.0666667,0,0.2,0.133333,E
"Paraná","Fortaleza",0.333333,0.266667,0.4,0.0666667,V
"Cruzeiro","PontePreta",0.6,0.133333,0.466667,0.466667,D
"Botafogo","Juventude",0.8,0.4,0.6,0.333333,V
"Goiás","Palmeiras",0.533333,0.2,0.4,0.0666667,V
"Corinthians","Flamengo",0.466667,0.4,0.333333,0.2,V
"Santos","Fluminense",0.666667,0.2,0.4,0.533333,E
"Internacional","AtléticoMG",0.466667,0.4,0.2,0.133333,E
"Paysandu","SãoPaulo",0.466667,0,0.333333,0.266667,E
"Vasco","Coritiba",0.333333,0.0666667,0.2,0.466667,E
"AtléticoMG","SãoCaetano",0.2,0.133333,0.666667,0.266667,D
"Figueirense","Paysandu",0.266667,0.133333,0.466667,0.0666667,E
"Palmeiras","Vasco",0.6,0.0666667,0.333333,0.0666667,V
"Brasiliense","Corinthians",0.266667,0.2,0.466667,0.6,D
"PontePreta","Goiás",0.666667,0.466667,0.533333,0.2,V
"Flamengo","AtléticoPR",0.4,0.2,0.0666667,0.0666667,E
"Coritiba","Paraná",0.4,0.466667,0.333333,0.266667,V
"SãoPaulo","Botafogo",0.533333,0.266667,0.8,0.4,V
"Juventude","Cruzeiro",0.666667,0.333333,0.6,0.2,E
"Fortaleza","Santos",0.466667,0.0666667,0.666667,0.266667,E
"Fluminense","Internacional",0.6,0.533333,0.466667,0.4,V
"SãoPaulo","Internacional",0.533333,0.266667,0.466667,0.6,D
"Juventude","PontePreta",0.666667,0.333333,0.666667,0.666667,D
"Paraná","AtléticoMG",0.533333,0.266667,0.2,0.133333,V
"Flamengo","Brasiliense",0.4,0.2,0.266667,0.4,D
"Corinthians","Fluminense",0.466667,0.6,0.6,0.733333,D
"SãoCaetano","Santos",0.666667,0.266667,0.666667,0.466667,D
"AtléticoPR","Fortaleza",0.133333,0.0666667,0.466667,0.133333,E
"Paysandu","Palmeiras",0.666667,0.0666667,0.6,0.0666667,V
"Botafogo","Figueirense",0.8,0.4,0.266667,0.333333,D
"Cruzeiro","Vasco",0.666667,0.2,0.333333,0.133333,E
"Goiás","Coritiba",0.733333,0.2,0.4,0.466667,V
"Coritiba","Paysandu",0.6,0.466667,0.666667,0.0666667,V
"PontePreta","SãoPaulo",0.866667,0.666667,0.533333,0.266667,V
"Vasco","Goiás",0.333333,0.133333,0.733333,0.4,D
"Fluminense","Paraná",0.6,0.733333,0.533333,0.466667,D
"Santos","Juventude",0.733333,0.466667,0.666667,0.4,E
"AtléticoMG","Flamengo",0.4,0.133333,0.4,0.2,V
"Internacional","SãoCaetano",0.666667,0.6,0.666667,0.266667,V
"Figueirense","Cruzeiro",0.333333,0.333333,0.666667,0.266667,E
"Fortaleza","Corinthians",0.666667,0.133333,0.466667,0.6,V
"Palmeiras","Botafogo",0.8,0.0666667,0.8,0.4,V
"Brasiliense","AtléticoPR",0.466667,0.4,0.133333,0.0666667,V
"SãoCaetano","PontePreta",0.8,0.266667,0.866667,0.466667,V
"SãoPaulo","Flamengo",0.666667,0.266667,0.4,0,V
"Juventude","Brasiliense",0.666667,0.4,0.466667,0.4,V
"Paraná","Figueirense",0.733333,0.466667,0.333333,0.333333,V
"Paysandu","Fortaleza",0.666667,0.0666667,0.666667,0.266667,D
"Corinthians","Palmeiras",0.6,0.6,0.8,0,V
"AtléticoPR","Coritiba",0.333333,0.0666667,0.6,0.266667,V
"Vasco","Internacional",0.266667,0.133333,0.666667,0.8,D
"Botafogo","Fluminense",0.6,0.4,0.6,0.733333,D
"Cruzeiro","AtléticoMG",0.666667,0.266667,0.4,0.0666667,V
"Goiás","Santos",0.666667,0.4,0.733333,0.466667,D
"PontePreta","Figueirense",1,0.466667,0.333333,0.266667,V
"Paysandu","Cruzeiro",0.466667,0.0666667,0.666667,0.4,D
"Goiás","Brasiliense",0.6,0.4,0.466667,0.4,D
"Paraná","Corinthians",0.666667,0.466667,0.6,0.8,D
"Fluminense","SãoCaetano",0.4,0.733333,0.8,0.4,D
"Coritiba","Botafogo",0.6,0.266667,0.6,0.4,D
"Santos","SãoPaulo",0.733333,0.466667,0.666667,0.266667,V
"AtléticoMG","AtléticoPR",0.2,0.0666667,0.333333,0.266667,D
"Internacional","Juventude",0.866667,0.8,0.666667,0.333333,V
"Flamengo","Vasco",0.533333,0,0.266667,0.0666667,V
"Palmeiras","Fortaleza",0.6,0,0.666667,0.466667,D
"SãoCaetano","Paraná",0.666667,0.4,0.666667,0.466667,E
"Santos","Vasco",0.533333,0.466667,0.266667,0.266667,D
"AtléticoPR","Fluminense",0.533333,0.266667,0.4,0.533333,V
"Internacional","Goiás",0.666667,0.8,0.6,0.4,D
"Figueirense","Palmeiras",0.333333,0.266667,0.6,0.2,D
"Fortaleza","AtléticoMG",0.666667,0.466667,0.2,0.266667,D
"Botafogo","PontePreta",0.6,0.4,1,0.466667,V
"Brasiliense","SãoPaulo",0.466667,0.4,0.666667,0.133333,E
"Corinthians","Paysandu",0.8,0.8,0.466667,0.0666667,V
"Cruzeiro","Coritiba",0.533333,0.4,0.6,0.333333,E
"Flamengo","Juventude",0.333333,0,0.666667,0.466667,D
"SãoPaulo","SãoCaetano",0.466667,0.133333,0.666667,0.6,D
"Paraná","AtléticoPR",0.8,0.466667,0.533333,0.266667,V
"Goiás","Fortaleza",0.6,0.4,0.666667,0.466667,V
"Botafogo","Brasiliense",0.466667,0.4,0.466667,0.466667,E
"Coritiba","Flamengo",0.6,0.333333,0.333333,0,V
"Juventude","Figueirense",0.466667,0.466667,0.333333,0.466667,D
"PontePreta","Fluminense",1,0.466667,0.4,0.466667,V
"Paysandu","Internacional",0.266667,0.0666667,0.666667,0.8,D
"Vasco","Corinthians",0.266667,0.266667,0.8,0.8,D
"Cruzeiro","Santos",0.533333,0.4,0.533333,0.466667,V
"Palmeiras","AtléticoMG",0.8,0.2,0.2,0.266667,V
"Corinthians","Cruzeiro",0.8,0.8,0.533333,0.4,V
"SãoCaetano","Botafogo",0.466667,0.6,0.466667,0.4,D
"Santos","PontePreta",0.333333,0.466667,1,0.6,D
"AtléticoMG","SãoPaulo",0.266667,0.266667,0.466667,0.2,E
"AtléticoPR","Vasco",0.733333,0.266667,0.266667,0.266667,V
"Fortaleza","Juventude",0.666667,0.466667,0.466667,0.266667,V
"Fluminense","Goiás",0.266667,0.466667,0.6,0.466667,E
"Internacional","Paraná",0.466667,0.8,0.8,0.466667,D
"Figueirense","Coritiba",0.4,0.466667,0.6,0.2,E
"Flamengo","Palmeiras",0.333333,0,0.8,0.266667,E
"Brasiliense","Paysandu",0.533333,0.466667,0.266667,0.133333,E
"Vasco","SãoCaetano",0.266667,0.266667,0.466667,0.6,V
"Cruzeiro","Fortaleza",0.733333,0.4,0.666667,0.466667,V
"Goiás","AtléticoMG",0.6,0.466667,0.266667,0.2,V
"Coritiba","Brasiliense",0.666667,0.2,0.533333,0.533333,E
"Santos","Corinthians",0.466667,0.466667,0.8,0.6,V
"Juventude","SãoPaulo",0.466667,0.266667,0.466667,0.133333,V
"Figueirense","Fluminense",0.266667,0.466667,0.266667,0.466667,E
"PontePreta","Internacional",0.866667,0.6,0.466667,0.666667,E
"Paysandu","Paraná",0.2,0.133333,0.8,0.666667,D
"Botafogo","Flamengo",0.266667,0.4,0.333333,0.2,D
"Palmeiras","AtléticoPR",0.666667,0.266667,0.733333,0.333333,E
"Corinthians","Coritiba",0.8,0.6,0.666667,0.133333,V
"SãoCaetano","Juventude",0.333333,0.6,0.466667,0.333333,E
"AtléticoMG","Paysandu",0.333333,0.2,0.2,0.2,E
"AtléticoPR","Goiás",0.866667,0.333333,0.6,0.466667,V
"Internacional","Santos",0.4,0.666667,0.466667,0.666667,D
"Paraná","Botafogo",0.8,0.666667,0.266667,0.4,V
"Flamengo","PontePreta",0.466667,0.2,0.866667,0.4,V
"Brasiliense","Cruzeiro",0.333333,0.533333,0.733333,0.533333,D
"SãoPaulo","Palmeiras",0.466667,0.133333,0.666667,0.333333,E
"Fortaleza","Figueirense",0.666667,0.466667,0.266667,0.4,V
"Fluminense","Vasco",0.466667,0.466667,0.266667,0.266667,V
"Corinthians","SãoCaetano",0.8,0.6,0.333333,0.6,D
"AtléticoPR","Cruzeiro",1,0.333333,0.733333,0.466667,V
"Botafogo","Paysandu",0.466667,0.4,0.2,0.133333,V
"SãoPaulo","Goiás",0.266667,0.133333,0.6,0.666667,D
"AtléticoMG","Fluminense",0.333333,0.2,0.466667,0.466667,D
"Juventude","Palmeiras",0.4,0.333333,0.666667,0.533333,D
"Paraná","Santos",0.666667,0.666667,0.466667,0.666667,E
"PontePreta","Coritiba",0.666667,0.4,0.666667,0.333333,D
"Fortaleza","Flamengo",0.8,0.466667,0.466667,0.2,V
"Vasco","Figueirense",0.4,0.266667,0.266667,0.2,V
"Brasiliense","Internacional",0.4,0.533333,0.4,0.733333,E
"Coritiba","AtléticoMG",0.666667,0.333333,0.333333,0.2,V
"SãoCaetano","AtléticoPR",0.533333,0.6,1,0.266667,V
"Internacional","Corinthians",0.266667,0.733333,0.8,0.466667,E
"Figueirense","SãoPaulo",0.4,0.2,0.266667,0.133333,V
"Paysandu","Vasco",0,0.133333,0.4,0.4,D
"Cruzeiro","Botafogo",0.866667,0.466667,0.466667,0.4,V
"Palmeiras","PontePreta",0.666667,0.533333,0.666667,0.2,V
"Santos","Brasiliense",0.466667,0.666667,0.4,0.4,E
"Fluminense","Fortaleza",0.466667,0.466667,0.8,0.4,V
"Flamengo","Paraná",0.533333,0.2,0.666667,0.733333,E
"Goiás","Juventude",0.6,0.666667,0.4,0.266667,V
"Coritiba","SãoCaetano",0.533333,0.333333,0.533333,0.666667,E
"Palmeiras","Internacional",0.666667,0.533333,0.266667,0.533333,V
"Paysandu","AtléticoPR",0.2,0.133333,1,0.266667,V
"SãoPaulo","Fortaleza",0.466667,0.133333,0.8,0.2,V
"Juventude","Fluminense",0.6,0.266667,0.466667,0.266667,V
"Figueirense","Brasiliense",0.4,0.2,0.4,0.466667,E
"PontePreta","Corinthians",0.466667,0.2,0.8,0.666667,D
"Vasco","AtléticoMG",0.6,0.4,0.333333,0.2,V
