time1,time2,r1c,r1f,r2c,r2f,result
"Juventude","Corinthians",0.4,0,0.533333,0.4,E
"Vasco","AméricaRN",0.866667,0.266667,0.2,0,V
"Flamengo","Juventude",0.666667,0.266667,0.4,0,V
"Corinthians","Cruzeiro",0.466667,0.4,0.8,0.666667,D
"Fluminense","Grêmio",0.333333,0.333333,0.666667,0.333333,E
"Internacional","AtléticoPR",0.8,0.333333,0.6,0.0666667,V
"Paraná","Juventude",0.533333,0.2,0.4,0,V
"AméricaRN","Santos",0.2,0,0.8,0.466667,D
"Sport","Vasco",0.533333,0.4,0.866667,0.333333,E
"AtléticoMG","Botafogo",0.4,0.6,0.466667,0.4,D
"SãoPaulo","Náutico",0.8,0.866667,0.266667,0.6,V
"Figueirense","Palmeiras",0.333333,0.2,0.533333,0.666667,D
"Flamengo","Goiás",0.8,0.266667,0.733333,0,V
"Palmeiras","SãoPaulo",0.466667,0.666667,0.8,0.866667,D
"Paraná","Cruzeiro",0.4,0.2,0.8,0.733333,E
"Juventude","Goiás",0.4,0,0.733333,0,V
"Botafogo","Flamengo",0.333333,0.4,0.8,0.266667,E
"Sport","Grêmio",0.666667,0.4,0.666667,0.266667,V
"AtléticoMG","Corinthians",0.4,0.6,0.466667,0.333333,V
"Figueirense","AméricaRN",0.533333,0.2,0.2,0,V
"Internacional","Fluminense",0.6,0.333333,0.333333,0.333333,D
"Santos","AtléticoPR",0.8,0.466667,0.6,0.0666667,V
"Vasco","Náutico",0.866667,0.333333,0.266667,0.4,V
"SãoPaulo","Paraná",1,0.866667,0.4,0,V
"AméricaRN","Juventude",0,0,0.4,0.2,D
"Flamengo","Sport",0.866667,0.266667,0.666667,0.266667,E
"Corinthians","Santos",0.666667,0.333333,0.8,0.4,V
"AtléticoPR","AtléticoMG",0.6,0.0666667,0.4,0.6,V
"Goiás","Figueirense",0.866667,0,0.533333,0.2,V
"Fluminense","Vasco",0.333333,0.333333,0.866667,0.4,E
"Náutico","Internacional",0.333333,0.4,0.6,0.4,E
"Cruzeiro","Palmeiras",1,0.733333,0.466667,0.666667,V
"Grêmio","Botafogo",0.666667,0.266667,0.333333,0.333333,V
"Corinthians","AméricaRN",0.8,0.333333,0,0,V
"Goiás","AtléticoPR",0.666667,0,0.6,0.2,D
"AtléticoMG","SãoPaulo",0.266667,0.6,1,0.733333,E
"Santos","Internacional",1,0.4,0.6,0.2,V
"Juventude","Cruzeiro",0.533333,0.2,1,0.533333,V
"Grêmio","Vasco",0.8,0.266667,0.866667,0.4,V
"Flamengo","Figueirense",0.866667,0.266667,0.533333,0.133333,V
"Paraná","Náutico",0.4,0,0.333333,0.4,D
"Botafogo","Palmeiras",0.2,0.333333,0.466667,0.666667,E
"Sport","Fluminense",0.666667,0.266667,0.333333,0.533333,D
"Cruzeiro","Grêmio",1,0.533333,0.8,0.0666667,V
"Santos","Juventude",1,0.4,0.533333,0.2,V
"Figueirense","AtléticoMG",0.666667,0.133333,0.266667,0.4,V
"Internacional","Flamengo",0.6,0.2,0.866667,0.266667,V
"Vasco","SãoPaulo",0.666667,0.4,1,0.733333,D
"Palmeiras","Goiás",0.466667,0.666667,0.666667,0,V
"Paraná","Corinthians",0.533333,0,0.8,0.266667,V
"AméricaRN","Sport",0.0666667,0,0.666667,0.333333,E
"Fluminense","AtléticoPR",0.533333,0.533333,0.6,0.2,V
"Náutico","Botafogo",0.533333,0.4,0.2,0.333333,V
"Flamengo","Cruzeiro",0.866667,0.266667,1,0.466667,V
"Goiás","Náutico",0.466667,0,0.533333,0.4,D
"Fluminense","AméricaRN",0.533333,0.533333,0.0666667,0,V
"SãoPaulo","Santos",1,0.733333,1,0.4,V
"Corinthians","Botafogo",0.6,0.266667,0.2,0.466667,D
"AtléticoPR","Palmeiras",0.733333,0.2,0.466667,0.466667,V
"Sport","Paraná",0.666667,0.333333,0.533333,0,V
"AtléticoMG","Cruzeiro",0.266667,0.4,1,0.466667,D
"Figueirense","Juventude",0.666667,0.133333,0.533333,0.2,V
"Grêmio","Internacional",1,0.0666667,0.6,0.2,V
"Flamengo","Vasco",0.733333,0.266667,0.666667,0.266667,E
"Goiás","AméricaRN",0.333333,0,0.0666667,0.0666667,E
"SãoPaulo","Figueirense",1,0.733333,0.666667,0.0666667,V
"Grêmio","Santos",1,0.0666667,1,0.2,V
"Palmeiras","Corinthians",0.666667,0.466667,0.6,0.266667,V
"AtléticoPR","Paraná",0.866667,0.2,0.533333,0,V
"Botafogo","Fluminense",0.2,0.466667,0.533333,0.666667,D
"Náutico","Sport",0.666667,0.4,0.666667,0.133333,V
"AtléticoMG","Internacional",0.333333,0.4,0.6,0.2,E
"Juventude","Flamengo",0.6,0.2,0.733333,0.333333,E
"Vasco","Cruzeiro",0.6,0.266667,1,0.466667,D
"Corinthians","Sport",0.4,0.266667,0.666667,0.333333,D
"Náutico","AtléticoPR",0.666667,0.4,0.866667,0.2,V
"Flamengo","AtléticoMG",0.733333,0.333333,0.333333,0.2,V
"Paraná","Fluminense",0.666667,0,0.533333,0.6,V
"AméricaRN","Palmeiras",0.133333,0.0666667,0.666667,0.333333,E
"Botafogo","Goiás",0.2,0.466667,0.333333,0.2,D
"Cruzeiro","Figueirense",0.8,0.466667,0.666667,0.266667,D
"Santos","Vasco",1,0.2,0.6,0.2,V
"Juventude","Grêmio",0.533333,0.2,1,0.266667,D
"Internacional","SãoPaulo",0.6,0.2,1,0.733333,D
"Palmeiras","Náutico",0.8,0.333333,0.666667,0.4,V
"AtléticoPR","Botafogo",0.866667,0.2,0.2,0.4,V
"Fluminense","Corinthians",0.6,0.6,0.4,0.133333,E
"Sport","Goiás",0.666667,0.333333,0.333333,0.2,V
"Cruzeiro","Santos",0.6,0.466667,1,0.4,D
"Grêmio","AtléticoMG",0.866667,0.266667,0.333333,0.266667,E
"Vasco","Juventude",0.4,0.2,0.533333,0.4,D
"AméricaRN","Paraná",0.333333,0.0666667,0.666667,0,V
"Flamengo","SãoPaulo",0.866667,0.333333,1,0.666667,V
"Figueirense","Internacional",0.666667,0.266667,0.6,0.2,E
"Palmeiras","Grêmio",0.8,0.333333,0.866667,0.266667,V
"Botafogo","Santos",0.133333,0.4,1,0.4,D
"Náutico","Juventude",0.866667,0.4,0.533333,0.4,V
"AtléticoPR","Vasco",1,0.2,0.4,0.133333,V
"Goiás","Cruzeiro",0.333333,0.2,0.6,0.466667,E
"AtléticoMG","Sport",0.533333,0.266667,0.666667,0.333333,V
"SãoPaulo","Corinthians",0.8,0.666667,0.4,0.266667,D
"Figueirense","Paraná",0.866667,0.266667,0.666667,0,V
"Internacional","AméricaRN",0.6,0.2,0.333333,0.0666667,V
"Flamengo","Fluminense",0.666667,0.333333,0.6,0.8,D
"Sport","Figueirense",0.666667,0.333333,0.866667,0.266667,E
"Cruzeiro","Náutico",0.466667,0.466667,0.866667,0.466667,E
"Juventude","AtléticoPR",0.533333,0.4,1,0.266667,E
"Corinthians","Internacional",0.466667,0.266667,0.6,0.2,E
"Paraná","Flamengo",0.466667,0,0.666667,0.333333,D
"AméricaRN","AtléticoMG",0.333333,0.0666667,0.533333,0.266667,D
"Fluminense","SãoPaulo",0.6,0.8,0.8,0.533333,E
"Santos","Palmeiras",0.866667,0.4,0.8,0.2,E
"Grêmio","Goiás",0.866667,0.266667,0.333333,0.2,V
"Vasco","Botafogo",0.4,0.133333,0.133333,0.2,V
"Vasco","Flamengo",0.2,0.133333,0.666667,0.533333,D
"Palmeiras","Paraná",1,0.2,0.466667,0,V
"Goiás","Fluminense",0.333333,0.2,0.6,0.6,V
"Botafogo","Sport",0.266667,0.2,0.666667,0.266667,V
"AtléticoPR","AméricaRN",1,0.266667,0.333333,0.0666667,V
"Náutico","Corinthians",1,0.466667,0.466667,0.266667,V
"AtléticoMG","Vasco",0.533333,0.266667,0.2,0.0666667,V
"SãoPaulo","Cruzeiro",0.8,0.533333,0.466667,0.466667,V
"Figueirense","Santos",0.866667,0.266667,0.866667,0.4,V
"Internacional","Juventude",0.6,0.2,0.533333,0.2,V
"Flamengo","Grêmio",0.666667,0.533333,0.866667,0.2,V
"Fluminense","AtléticoMG",0.6,0.6,0.533333,0.333333,E
"Cruzeiro","AtléticoPR",0.333333,0.466667,1,0.333333,E
"Santos","Goiás",0.866667,0.4,0.333333,0.2,V
"Corinthians","Figueirense",0.466667,0.266667,0.866667,0.266667,V
"Paraná","Internacional",0.6,0,0.6,0.2,V
"AméricaRN","Flamengo",0.333333,0.0666667,0.666667,0.666667,D
"Sport","SãoPaulo",0.466667,0.266667,0.8,0.666667,D
"Juventude","Botafogo",0.4,0.2,0.266667,0.266667,E
"Grêmio","Náutico",0.866667,0.2,1,0.466667,V
"Vasco","Palmeiras",0.266667,0.0666667,1,0.266667,E
"AtléticoPR","Grêmio",1,0.333333,0.866667,0.2,V
"Goiás","Vasco",0.333333,0.2,0.266667,0.266667,D
"Náutico","Santos",0.8,0.466667,0.866667,0.6,D
"AtléticoMG","Paraná",0.533333,0.333333,0.6,0.0666667,E
"SãoPaulo","AméricaRN",0.8,0.666667,0.333333,0.0666667,V
"Figueirense","Fluminense",0.666667,0.266667,0.6,0.6,D
"Flamengo","Corinthians",0.8,0.666667,0.466667,0.266667,V
"Palmeiras","Juventude",0.8,0.266667,0.4,0.4,D
"Botafogo","Cruzeiro",0.4,0.266667,0.333333,0.466667,V
"Internacional","Sport",0.666667,0.2,0.466667,0.266667,E
"Paraná","Goiás",0.8,0.0666667,0.333333,0.2,V
"Fluminense","Náutico",0.6,0.6,0.8,0.266667,V
"Grêmio","Figueirense",0.666667,0.2,0.666667,0.466667,D
"Corinthians","AtléticoPR",0.333333,0.266667,1,0.2,E
"AméricaRN","Botafogo",0.333333,0.0666667,0.4,0.333333,E
"Sport","Palmeiras",0.666667,0.266667,0.8,0.2,V
"Cruzeiro","Flamengo",0.333333,0.466667,0.8,0.666667,V
"Santos","AtléticoMG",0.733333,0.6,0.533333,0.4,E
"Vasco","Internacional",0.266667,0.266667,0.666667,0.4,D
"Juventude","SãoPaulo",0.4,0.4,0.8,0.466667,V
"Botafogo","Paraná",0.6,0.333333,0.8,0.0666667,V
"Náutico","AméricaRN",0.8,0.266667,0.333333,0.0666667,V
"Internacional","Cruzeiro",0.666667,0.4,0.333333,0.266667,V
"AtléticoPR","Sport",0.866667,0.2,0.666667,0.333333,E
"Goiás","Corinthians",0.4,0.2,0.333333,0.333333,E
"AtléticoMG","Juventude",0.733333,0.4,0.4,0.4,V
"SãoPaulo","Grêmio",0.8,0.466667,0.666667,0.2,V
"Figueirense","Vasco",0.533333,0.466667,0.266667,0.266667,E
"Flamengo","Santos",0.8,0.666667,0.733333,0.6,V
"Palmeiras","Fluminense",0.8,0.2,0.6,0.4,V
"AméricaRN","Grêmio",0.266667,0.0666667,0.666667,0.2,D
"Fluminense","Juventude",0.6,0.4,0.4,0.2,V
"Paraná","Santos",0.6,0.0666667,0.733333,0.6,D
"Sport","Cruzeiro",0.666667,0.333333,0.333333,0.0666667,V
"SãoPaulo","Botafogo",0.666667,0.466667,0.6,0.2,E
"Internacional","Palmeiras",0.866667,0.4,0.8,0.2,V
"Flamengo","AtléticoPR",0.8,0.666667,0.866667,0.2,V
"Corinthians","Vasco",0.333333,0.333333,0.266667,0.466667,D
"AtléticoMG","Goiás",0.866667,0.4,0.4,0,V
"Figueirense","Náutico",0.666667,0.466667,0.8,0.0666667,V
"Palmeiras","AtléticoMG",0.6,0.2,0.866667,0.6,D
"AtléticoPR","SãoPaulo",0.866667,0.2,0.666667,0.266667,V
"Goiás","Internacional",0.533333,0,0.866667,0.333333,V
"Botafogo","Figueirense",0.666667,0.2,0.666667,0.533333,E
"Náutico","Flamengo",0.8,0.0666667,0.8,0.6,V
"Cruzeiro","AméricaRN",0.533333,0.0666667,0.266667,0,V
"Santos","Fluminense",0.533333,0.6,0.6,0.6,D
"Juventude","Sport",0.533333,0.2,0.666667,0.133333,V
"Grêmio","Corinthians",0.533333,0.2,0.333333,0.333333,E
